0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_back_00,lt_1,,
1.9998,MOT_mc_stage_color_00,y-flash,,
1.9998,MOT_mc_light_center_00,lt_2,,
96.75699,4,j2-3,,,
96.75699,5,j2-3,,,
97.29026999999999,4,j3-4,,,
97.29026999999999,5,j3-4,,,
97.45692,2,j3-4,,,
97.45692,3,j3-4,,,
97.49024999999999,MOT_mc_stage_color_00,r-flash,,
97.55691,1,w3,,,
97.62357,1,j3-4,,,
98.22350999999999,1,j4-1,,,
98.22350999999999,2,j4-1,,,
98.22350999999999,3,j4-1,,,
98.22350999999999,4,j4-1,,,
98.22350999999999,5,j4-1,,,
98.72345999999999,1,1-2,,,
98.72345999999999,2,1-2,,,
98.72345999999999,3,1-2,,,
98.72345999999999,4,1-2,,,
98.72345999999999,5,1-2,,,
99.05676,1,lp2,,,
99.05676,2,lp2,,,
99.05676,3,lp2,,,
99.05676,4,lp2,,,
99.05676,5,lp2,,,
99.22341,MOT_mc_back_00,lt_4,,
99.22341,MOT_mc_light_center_00,lt_4,,
100.98989999999999,MOT_mc_back_00,lt_1,,
100.98989999999999,MOT_mc_light_center_00,lt_1,,
101.05655999999999,1,2-3,,,
101.05655999999999,2,2-3,,,
101.05655999999999,3,2-3,,,
101.05655999999999,4,2-3,,,
101.05655999999999,5,2-3,,,
101.38986,1,j3-4,,,
101.38986,2,j3-4,,,
101.38986,3,j3-4,,,
101.38986,4,j3-4,,,
101.38986,5,j3-4,,,
101.55650999999999,MOT_mc_stage_color_00,b-flash,,
101.55650999999999,MOT_control_all,zoom11,,
101.82315,4,4-1,,,
101.82315,5,4-1,,,
102.02313,2,4-1,,,
102.02313,3,4-1,,,
102.15644999999999,MOT_mc_back_00,lt_3,,
102.15644999999999,MOT_mc_light_center_00,lt_3,,
102.15644999999999,MOT_mc_special_03,sabi,,
102.18978,1,j4-1,,,
102.72305999999999,1,1-2,,,
102.72305999999999,2,1-2,,,
102.72305999999999,3,1-2,,,
102.72305999999999,4,1-2,,,
102.72305999999999,5,1-2,,,
103.55631,1,j2-3,,,
103.55631,2,j2-3,,,
103.55631,3,j2-3,,,
103.55631,4,j2-3,,,
103.55631,5,j2-3,,,
104.05626,1,3-4,,,
104.22291,2,3-4,,,
104.22291,3,3-4,,,
104.38955999999999,4,3-4,,,
104.38955999999999,5,3-4,,,
104.92284,1,j4-1,,,
105.05615999999999,2,j4-1,,,
105.05615999999999,3,j4-1,,,
105.18947999999999,4,j4-1,,,
105.18947999999999,5,j4-1,,,
105.58944,1,1-2,,,
105.58944,2,1-2,,,
105.58944,3,1-2,,,
105.58944,4,1-2,,,
105.58944,5,1-2,,,
105.92273999999999,1,j2-3,,,
105.92273999999999,2,j2-3,,,
105.92273999999999,3,j2-3,,,
105.92273999999999,4,j2-3,,,
105.92273999999999,5,j2-3,,,
106.52268,1,3-4,,,
106.52268,2,3-4,,,
106.52268,3,3-4,,,
106.52268,4,3-4,,,
106.52268,5,3-4,,,
106.9893,4,j4-1,,,
106.9893,5,j4-1,,,
106.9893,1,j4-1,,,
107.18928,2,j4-1,,,
107.18928,3,j4-1,,,
107.72256,1,1-2,,,
107.72256,2,1-2,,,
107.72256,3,1-2,,,
107.72256,4,1-2,,,
107.72256,5,1-2,,,
108.22251,1,j2-3,,,
108.22251,2,j2-3,,,
108.22251,3,j2-3,,,
108.22251,4,j2-3,,,
108.22251,5,j2-3,,,
109.12241999999999,1,3-4,,,
109.12241999999999,2,3-4,,,
109.12241999999999,3,3-4,,,
109.12241999999999,4,3-4,,,
109.12241999999999,5,3-4,,,
109.45572,1,j4-1,,,
109.45572,2,j4-1,,,
109.45572,3,j4-1,,,
109.45572,4,j4-1,,,
109.45572,5,j4-1,,,
109.68902999999999,MOT_mc_stage_color_00,y-flash,,
109.88901,4,1-2,,,
109.88901,5,1-2,,,
110.08899,2,1-2,,,
110.08899,3,1-2,,,
110.25564,1,j1-2,,,
110.78891999999999,1,2-3,,,
110.78891999999999,2,2-3,,,
110.78891999999999,3,2-3,,,
110.78891999999999,4,2-3,,,
110.78891999999999,5,2-3,,,
111.62217,1,j3-4,,,
111.62217,2,j3-4,,,
111.62217,3,j3-4,,,
111.62217,4,j3-4,,,
111.62217,5,j3-4,,,
112.12212,1,4-1,,,
112.28877,2,4-1,,,
112.28877,3,4-1,,,
112.45541999999999,4,4-1,,,
112.45541999999999,5,4-1,,,
112.9887,1,j1-2,,,
113.12201999999999,2,j1-2,,,
113.12201999999999,3,j1-2,,,
113.25533999999999,4,j1-2,,,
113.25533999999999,5,j1-2,,,
113.75528999999999,MOT_mc_stage_color_00,r-flash,,
113.78862,4,j2-3,,,
113.78862,5,j2-3,,,
113.95527,2,j2-3,,,
113.95527,3,j2-3,,,
114.05525999999999,1,w2,,,
114.12191999999999,1,j2-3,,,
114.72185999999999,1,j3-4,,,
114.72185999999999,2,j3-4,,,
114.72185999999999,3,j3-4,,,
114.72185999999999,4,j3-4,,,
114.72185999999999,5,j3-4,,,
115.22180999999999,1,4-1,,,
115.22180999999999,2,4-1,,,
115.22180999999999,3,4-1,,,
115.22180999999999,4,4-1,,,
115.22180999999999,5,4-1,,,
115.55511,1,lp1,,,
115.55511,2,lp1,,,
115.55511,3,lp1,,,
115.55511,4,lp1,,,
115.55511,5,lp1,,,
117.75488999999999,1,1-2,,,
117.75488999999999,2,1-2,,,
117.75488999999999,3,1-2,,,
117.75488999999999,4,1-2,,,
117.75488999999999,5,1-2,,,
117.78822,1,,,,D40
117.82154999999999,MOT_mc_stage_color_00,b-flash,,
118.12151999999999,1,sj2,,,
118.12151999999999,2,sj2,,,
118.12151999999999,3,sj2,,,
118.12151999999999,4,sj2,,,
118.12151999999999,5,sj2,,,
118.48814999999999,1,2-3,,,
118.48814999999999,2,2-3,,,
118.48814999999999,3,2-3,,,
118.48814999999999,4,2-3,,,
118.48814999999999,5,2-3,,,
118.85477999999999,1,j3-4,,,
118.85477999999999,2,j3-4,,,
118.85477999999999,3,j3-4,,,
118.85477999999999,4,j3-4,,,
118.85477999999999,5,j3-4,,,
119.35472999999999,1,4-1,,,
119.35472999999999,2,4-1,,,
119.35472999999999,3,4-1,,,
119.35472999999999,4,4-1,,,
119.35472999999999,5,4-1,,,
119.75469,4,j1-2,,,
119.75469,5,j1-2,,,
119.75469,1,j1-2,,,
120.15464999999999,2,j1-2,,,
120.15464999999999,3,j1-2,,,
120.48795,1,2-3,,,
120.48795,2,2-3,,,
120.48795,3,2-3,,,
120.48795,4,2-3,,,
120.48795,5,2-3,,,
120.82124999999999,2,3-4,,,
120.82124999999999,3,3-4,,,
121.15455,4,3-4,,,
121.15455,5,3-4,,,
121.15455,1,3-4,,,
121.48785,1,4-1,,,
121.48785,2,4-1,,,
121.48785,3,4-1,,,
121.48785,4,4-1,,,
121.48785,5,4-1,,,
121.82114999999999,1,1-2,,,
121.82114999999999,2,1-2,,,
121.82114999999999,3,1-2,,,
121.82114999999999,4,1-2,,,
121.82114999999999,5,1-2,,,
122.18777999999999,2,2-3,,,
122.18777999999999,3,2-3,,,
122.52108,4,2-3,,,
122.52108,5,2-3,,,
122.52108,1,2-3,,,
123.12102,3,w3,,,
123.12102,2,w3,,,
123.15435,1,3-4,,,
123.15435,2,3-4,,,
123.15435,3,3-4,,,
123.15435,4,3-4,,,
123.15435,5,3-4,,,
123.52098,1,sj4,,,
123.52098,2,sj4,,,
123.52098,3,sj4,,,
123.52098,4,sj4,,,
123.52098,5,sj4,,,
123.88761,1,4-1,,,
123.88761,2,4-1,,,
123.88761,3,4-1,,,
123.88761,4,4-1,,,
123.88761,5,4-1,,,
124.25424,1,j1-2,,,
124.25424,2,j1-2,,,
124.25424,3,j1-2,,,
124.25424,4,j1-2,,,
124.25424,5,j1-2,,,
124.75419,1,2-3,,,
124.75419,2,2-3,,,
124.75419,3,2-3,,,
124.75419,4,2-3,,,
124.75419,5,2-3,,,
125.15415,4,j3-4,,,
125.15415,5,j3-4,,,
125.15415,1,j3-4,,,
125.55411,2,j3-4,,,
125.55411,3,j3-4,,,
125.88740999999999,1,4-1,,,
125.88740999999999,2,4-1,,,
125.88740999999999,3,4-1,,,
125.88740999999999,4,4-1,,,
125.88740999999999,5,4-1,,,
126.02073,MOT_mc_stage_color_00,y-flash,,
126.22071,2,1-2,,,
126.22071,3,1-2,,,
126.55400999999999,4,1-2,,,
126.55400999999999,5,1-2,,,
126.55400999999999,1,1-2,,,
126.88731,1,2-3,,,
126.88731,2,2-3,,,
126.88731,3,2-3,,,
126.88731,4,2-3,,,
126.88731,5,2-3,,,
127.22061,1,3-4,,,
127.22061,2,3-4,,,
127.22061,3,3-4,,,
127.22061,4,3-4,,,
127.22061,5,3-4,,,
127.58724,2,4-1,,,
127.58724,3,4-1,,,
127.92053999999999,4,4-1,,,
127.92053999999999,5,4-1,,,
127.92053999999999,1,4-1,,,
128.52048,3,w1,,,
128.52048,2,w1,,,
128.55381,1,j1-2,,,
128.55381,2,j1-2,,,
128.55381,3,j1-2,,,
128.55381,4,j1-2,,,
128.55381,5,j1-2,,,
129.08709,1,2-3,,,
129.08709,2,2-3,,,
129.08709,3,2-3,,,
129.08709,4,2-3,,,
129.08709,5,2-3,,,
130.02033,5,w3,,,
130.02033,4,w3,,,
130.02033,3,w3,,,
130.02033,2,w3,,,
130.02033,1,w3,,,
130.02033,1,,,,L0
130.02033,4,j3-4,,,
130.02033,5,j3-4,,,
130.18698,2,j3-4,,,
130.18698,3,j3-4,,,
130.35362999999998,1,j3-4,,,
130.95356999999998,1,j4-1,,,
130.95356999999998,2,j4-1,,,
130.95356999999998,3,j4-1,,,
130.95356999999998,4,j4-1,,,
130.95356999999998,5,j4-1,,,
131.45352,1,1-2,,,
131.45352,2,1-2,,,
131.45352,3,1-2,,,
131.45352,4,1-2,,,
131.45352,5,1-2,,,
131.78682,1,lp2,,,
131.78682,2,lp2,,,
131.78682,3,lp2,,,
131.78682,4,lp2,,,
131.78682,5,lp2,,,
133.78662,4,j2-3,,,
133.78662,5,j2-3,,,
133.95327,2,j2-3,,,
133.95327,3,j2-3,,,
134.08659,1,,,,D40
134.08659,MOT_control_all,zoom12,,
134.08659,MOT_mc_back_00,lt_1,,
134.08659,MOT_mc_light_center_00,lt_1,,
134.08659,MOT_mc_special_03,end,,
134.11992,1,j2-3,,,
134.85317999999998,5,w3,,,
134.85317999999998,4,w3,,,
135.01982999999998,3,w3,,,
135.01982999999998,2,w3,,,
135.18648,1,w3,,,
135.88640999999998,MOT_all,cut3,,
