0.03333,MOT_control_all,mix2_1,,
0.03333,MOT_mc_speaker_00,l1,,
0.03333,MOT_all,mix_cut1,,
88.39116,3,3-4,rb0,,
88.39116,MOT_mc_special_03,1-2,,
88.69113,5,w1,,,
88.69113,4,w1,,,
88.82445,1,j2-3,,,
88.82445,2,j4-1,,,
88.82445,3,j4-1,,,
88.82445,4,j1-2,,,
88.82445,5,j1-2,,,
88.82445,MOT_mc_special_03,lp2,,
89.22440999999999,5,2-3,rb0,,
89.22440999999999,4,2-3,lb0,,
89.72435999999999,1,3-4,,,
89.72435999999999,2,1-2,l1,,
89.72435999999999,3,1-2,r1,,
90.09098999999999,1,4-1,,,
90.09098999999999,2,2-3,,,
90.09098999999999,3,2-3,,,
90.09098999999999,4,3-4,,,
90.09098999999999,5,3-4,,,
90.42429,5,4-1,r1,,
90.42429,4,4-1,l1,,
90.9909,1,1-2,,,
90.9909,2,3-4,,,
90.9909,3,3-4,,,
90.9909,4,1-2,,,
90.9909,5,1-2,,,
91.35753,1,2-3,,f0,
91.35753,4,2-3,,f0,
91.35753,5,2-3,,f0,
91.35753,2,4-1,l2,,
91.35753,3,4-1,rb0,,
91.52418,MOT_mc_special_03,2-3,,
91.75748999999999,1,j3-4,,,
91.75748999999999,2,j1-2,,,
91.75748999999999,3,j1-2,,,
91.75748999999999,4,j3-4,,,
91.75748999999999,5,j3-4,,,
91.9908,MOT_mc_special_03,lp3,,
92.29077,1,4-1,l1,,
92.29077,4,4-1,l2,,
92.29077,5,4-1,rb0,,
92.82405,3,w2,,,
92.82405,2,w2,,,
93.02403,2,2-3,,f0,
93.02403,3,2-3,,f0,
93.02403,1,1-2,l2,,
93.02403,4,1-2,l3,,
93.02403,5,1-2,l1,,
93.52398,2,3-4,l3,,
93.52398,3,3-4,l1,,
93.69063,MOT_mc_special_03,3-4,,
93.85728,1,2-3,,,
93.85728,2,4-1,,,
93.85728,3,4-1,,,
93.85728,4,2-3,,,
93.85728,5,2-3,,,
94.19058,1,lp3,,,
94.19058,2,lp1,,,
94.19058,3,lp1,,,
94.19058,4,lp3,,,
94.19058,5,lp3,,,
94.25724,MOT_mc_special_03,lp4,,
95.05716,MOT_mc_special_03,sj2,,
95.42379,MOT_mc_special_03,lp2,,
95.45711999999999,1,3-4,lb1,,
95.45711999999999,4,3-4,lb2,,
95.45711999999999,5,3-4,lb0,,
95.95707,2,1-2,lb2,,
95.95707,3,1-2,lb0,,
96.39036,5,w4,,,
96.39036,4,w4,,,
96.39036,1,4-1,lb0,,
96.39036,2,2-3,lb1,,
96.39036,3,2-3,r1,,
96.39036,4,4-1,lb1,,
96.39036,5,4-1,r1,,
96.79032,1,j1-2,,,
96.79032,2,j3-4,,,
96.79032,3,j3-4,,,
96.79032,4,j1-2,,,
96.79032,5,j1-2,,,
97.02363,MOT_mc_stage_color_00,y-flash,,
97.05695999999999,MOT_mc_light_up_00,l1,,
97.05695999999999,MOT_mc_light_center_00,l1,,
97.05695999999999,MOT_mc_light_under_00,l1,,
97.05695999999999,MOT_mc_speaker_00,l2,,
97.05695999999999,MOT_mc_back_00,l2,,
97.05695999999999,MOT_mc_special_01,l1,,
97.05695999999999,MOT_mc_bg_black_00,b20-65,,
97.19028,MOT_mc_special_03,hj2,,
97.85687999999999,5,w2,,,
97.85687999999999,4,w2,,,
97.85687999999999,3,w4,,,
97.85687999999999,2,w4,,,
97.85687999999999,1,w2,,,
97.92354,MOT_mc_special_03,lp2,,
98.59013999999999,2,4-1,,,
98.59013999999999,3,4-1,,,
98.92344,2,sj1,,,
98.92344,3,sj1,,,
99.15675,MOT_mc_special_03,j2-3,,
99.42339,3,w1,,,
99.42339,2,w1,,,
99.49005,1,2-3,,,
99.49005,4,2-3,,,
99.49005,5,2-3,,,
99.79002,1,sj3,,,
99.79002,4,sj3,,,
99.79002,5,sj3,,,
99.85668,MOT_mc_special_03,lp3,,
100.28997,5,w3,,,
100.28997,4,w3,,,
100.28997,1,w3,,,
100.55660999999999,MOT_mc_bg_black_00,b65-45,,
100.55660999999999,1,3-4,,f1,
100.55660999999999,4,3-4,,f1,
100.55660999999999,5,3-4,,f1,
101.05655999999999,1,lp4,,,
101.05655999999999,4,lp4,,,
101.05655999999999,5,lp4,,,
101.18988,MOT_mc_special_03,j3-4,,
101.52318,MOT_mc_stage_color_00,b-flash,,
101.55650999999999,MOT_mc_light_up_00,l3,,
101.55650999999999,MOT_mc_light_center_00,l3,,
101.55650999999999,MOT_mc_light_under_00,l2,,
101.55650999999999,MOT_mc_back_00,l2,,
101.55650999999999,MOT_mc_special_01,l1,,
101.55650999999999,MOT_mc_bg_black_00,b45-20,,
101.75649,MOT_mc_special_03,lp4,,
102.22310999999999,2,hj1,,,
102.22310999999999,3,hj1,,,
102.72305999999999,MOT_mc_stage_color_00,y-flash,,
102.88971,2,1-2,,f1,
102.88971,3,1-2,,f1,
103.323,MOT_mc_special_03,sj4,,
103.82294999999999,3,w2,,,
103.82294999999999,2,w2,,,
103.85628,MOT_mc_special_03,4-1,,
104.12292,1,4-1,,,
104.12292,2,2-3,,,
104.12292,3,2-3,,,
104.12292,4,4-1,,,
104.12292,5,4-1,,,
104.32289999999999,MOT_mc_special_03,sj1,,
104.55621,1,1-2,,b0,
104.55621,2,3-4,,b0,
104.55621,3,3-4,,b0,
104.55621,4,1-2,,b0,
104.55621,5,1-2,,b0,
104.82284999999999,MOT_mc_special_03,1-2,,
105.12281999999999,1,lp2,,,
105.12281999999999,2,lp4,,,
105.12281999999999,3,lp4,,,
105.12281999999999,4,lp2,,,
105.12281999999999,5,lp2,,,
105.28947,MOT_mc_special_03,hj2,,
105.95607,MOT_mc_special_03,lp2,,
106.25604,1,2-3,,,
106.25604,2,4-1,,,
106.25604,3,4-1,,,
106.25604,4,2-3,,,
106.25604,5,2-3,,,
106.58933999999999,1,j3-4,,,
106.58933999999999,2,j1-2,,,
106.58933999999999,3,j1-2,,,
106.58933999999999,4,j3-4,,,
106.58933999999999,5,j3-4,,,
107.28927,4,4-1,,,
107.28927,5,4-1,,,
107.28927,MOT_mc_special_03,j2-3,,
107.62257,2,2-3,,,
107.62257,3,2-3,,,
107.65589999999999,1,w4,,,
107.75589,MOT_mc_special_03,lp3,,
107.92254,1,j4-1,,,
107.92254,2,j3-4,,,
107.92254,3,j3-4,,,
107.92254,4,j1-2,,,
107.92254,5,j1-2,,,
108.25583999999999,1,lp1,,,
108.25583999999999,2,lp4,,,
108.25583999999999,3,lp4,,,
108.25583999999999,4,lp2,,,
108.25583999999999,5,lp2,,,
108.85578,1,1-2,,,
108.85578,2,4-1,,,
108.85578,3,4-1,,,
108.85578,4,2-3,,,
108.85578,5,2-3,,,
109.05575999999999,1,2-3,,,
109.05575999999999,2,1-2,,,
109.05575999999999,3,1-2,,,
109.05575999999999,4,3-4,,,
109.05575999999999,5,3-4,,,
109.3224,1,sj3,,,
109.42239,MOT_mc_special_03,hj3,,
109.45572,2,sj2,,,
109.45572,3,sj2,,,
109.72236,1,j3-4,,,
109.72236,2,j2-3,,,
109.72236,3,j2-3,,,
109.72236,4,j4-1,,,
109.72236,5,j4-1,,,
110.05565999999999,1,lp4,,,
110.05565999999999,2,lp3,,,
110.05565999999999,3,lp3,,,
110.05565999999999,4,lp1,,,
110.05565999999999,5,lp1,,,
110.15565,MOT_mc_special_03,lp3,,
110.58894,1,j4-1,,,
110.58894,4,j1-2,,,
110.58894,5,j1-2,,,
110.72225999999999,MOT_mc_stage_color_00,r-flash,,
110.75559,2,j3-4,,,
110.75559,3,j3-4,,,
110.88891,1,j1-2,,,
110.88891,4,j2-3,,,
110.88891,5,j2-3,,,
111.05556,2,j4-1,,,
111.05556,3,j4-1,,,
111.28886999999999,MOT_mc_special_03,3-4,,
111.52217999999999,1,sj2,,,
111.75549,MOT_mc_special_03,4-1,,
111.82215,1,lp2,,,
111.82215,2,lp1,,,
111.82215,3,lp1,,,
111.82215,4,lp3,,,
111.82215,5,lp3,,,
112.12212,1,sj2,,,
112.12212,2,sj1,,,
112.12212,3,sj1,,,
112.12212,4,sj3,,,
112.12212,5,sj3,,,
112.25544,MOT_mc_special_03,j1-2,,
112.45541999999999,1,j2-3,,,
112.52207999999999,2,j1-2,,,
112.52207999999999,3,j1-2,,,
112.58874,4,j3-4,,,
112.58874,5,j3-4,,,
112.82204999999999,MOT_mc_special_03,2-3,,
113.05536,1,j3-4,,,
113.12201999999999,2,j2-3,,,
113.12201999999999,3,j2-3,,,
113.18867999999999,4,j4-1,,,
113.18867999999999,5,j4-1,,,
113.18867999999999,MOT_mc_special_03,sj3,,
113.62196999999999,1,4-1,,,
113.62196999999999,2,3-4,,,
113.62196999999999,3,3-4,,,
113.62196999999999,4,1-2,,,
113.62196999999999,5,1-2,,,
113.62196999999999,MOT_mc_special_03,sj3,,
113.88861,1,1-2,,,
113.88861,2,4-1,,,
113.88861,3,4-1,,,
113.88861,4,2-3,,,
113.88861,5,2-3,,,
114.02193,MOT_mc_special_03,sj3,,
114.18858,1,lp2,,,
114.18858,2,lp1,,,
114.18858,3,lp1,,,
114.18858,4,lp3,,,
114.18858,5,lp3,,,
114.45522,MOT_mc_special_03,j3-2,,
114.72185999999999,3,j1-2,,,
114.72185999999999,2,j1-2,,,
114.88851,MOT_mc_special_03,2-4,,
115.12182,1,j2-3,,,
115.25514,MOT_mc_special_03,4-1,,
115.52177999999999,1,3-4,,,
115.52177999999999,2,2-3,,,
115.52177999999999,3,2-3,,,
115.52177999999999,4,3-4,,,
115.52177999999999,5,3-4,,,
115.68843,MOT_mc_special_03,lp1,,
115.85508,1,j4-1,,,
115.85508,2,j3-4,,,
115.85508,3,j3-4,,,
115.85508,4,j4-1,,,
115.85508,5,j4-1,,,
116.22171,3,4-1,r2,,
116.22171,2,4-1,l2,,
116.22171,5,1-2,r2,,
116.22171,4,1-2,l2,,
116.22171,1,j1-2,,,
116.55501,1,lp2,,,
116.55501,2,lp1,,,
116.55501,3,lp1,,,
116.55501,4,lp2,,,
116.55501,5,lp2,,,
116.62167,MOT_mc_special_03,j1-3,,
117.25493999999999,MOT_mc_special_03,j3-1,,
117.42159,1,2-3,,,
117.42159,2,1-2,,,
117.42159,3,1-2,,,
117.42159,4,2-3,,,
117.42159,5,2-3,,,
117.72156,3,2-3,rb1,,
117.72156,2,2-3,lb1,,
117.72156,5,3-4,rb1,,
117.72156,4,3-4,lb1,,
117.72156,1,j3-4,,,
117.75488999999999,MOT_mc_special_03,lp1,,
118.25484,1,j4-1,,,
118.25484,2,j3-4,,,
118.25484,3,j3-4,,,
118.25484,4,j4-1,,,
118.25484,5,j4-1,,,
118.62146999999999,3,4-1,r2,,
118.62146999999999,2,4-1,l2,,
118.62146999999999,5,1-2,r2,,
118.62146999999999,4,1-2,l2,,
118.62146999999999,1,j1-2,,,
119.25474,1,sj2,,,
119.25474,2,sj1,,,
119.25474,3,sj1,,,
119.25474,4,sj2,,,
119.25474,5,sj2,,,
119.28806999999999,MOT_mc_special_03,j1-2,,
119.72135999999999,MOT_mc_special_03,j2-3,,
119.75469,5,w2,,,
119.75469,4,w2,,,
119.75469,2,w1,,,
119.75469,1,w2,,,
119.75469,3,1-2,rb1,,
119.75469,2,1-2,lb1,,
119.75469,5,2-3,rb1,,
119.75469,4,2-3,lb1,,
119.75469,1,j2-3,,,
120.12132,1,j3-4,,,
120.12132,2,j2-3,,,
120.12132,3,j2-3,,,
120.12132,4,j3-4,,,
120.12132,5,j3-4,,,
120.62127,1,4-1,l1,,
120.62127,4,4-1,l2,,
120.62127,5,4-1,rb0,,
120.95456999999999,1,1-2,,,
120.95456999999999,2,3-4,,,
120.95456999999999,3,3-4,,,
120.95456999999999,4,1-2,,,
120.95456999999999,5,1-2,,,
121.22121,3,4-1,rb0,,
121.22121,2,4-1,l2,,
121.55451,1,lp2,,,
121.55451,2,lp1,,,
121.55451,3,lp1,,,
121.55451,4,lp2,,,
121.55451,5,lp2,,,
122.18777999999999,1,2-3,l2,,
122.18777999999999,4,2-3,l3,,
122.18777999999999,5,2-3,l1,,
122.45442,3,1-2,l1,,
122.45442,2,1-2,l3,,
122.78772,MOT_mc_stage_color_00,b-flash,,
122.78772,MOT_mc_bg_black_00,b20-45,,
123.02103,MOT_mc_special_03,j3-4,,
123.12102,5,w3,,,
123.12102,4,w3,,,
123.12102,1,w3,,,
123.15435,1,3-4,lb1,,
123.15435,4,3-4,lb2,,
123.15435,5,3-4,lb0,,
123.38766,3,w2,,,
123.38766,2,w2,,,
123.45432,3,2-3,lb0,,
123.45432,2,2-3,lb2,,
123.72095999999999,1,4-1,,,
123.72095999999999,4,4-1,,,
123.72095999999999,5,4-1,,,
123.9876,3,3-4,,,
123.9876,2,3-4,,,
124.02092999999999,1,1-2,lb0,,
124.02092999999999,4,1-2,lb1,,
124.02092999999999,5,1-2,r1,,
124.12092,MOT_mc_special_03,j4-1,,
124.42089,3,4-1,r1,,
124.42089,2,4-1,lb1,,
124.62087,3,1-2,r2,,
124.62087,2,1-2,l2,,
124.62087,5,2-3,r2,,
124.62087,4,2-3,l2,,
124.62087,1,j2-3,,,
124.65419999999999,MOT_mc_special_03,lp1,,
125.18748,1,sj3,,,
125.18748,2,sj2,,,
125.18748,3,sj2,,,
125.18748,4,sj3,,,
125.18748,5,sj3,,,
125.68742999999999,5,w3,,,
125.68742999999999,4,w3,,,
125.68742999999999,3,w2,,,
125.68742999999999,2,w2,,,
125.68742999999999,1,w3,,,
125.72076,3,2-3,rb1,,
125.72076,2,2-3,lb1,,
125.72076,5,3-4,rb1,,
125.72076,4,3-4,lb1,,
125.72076,1,j3-4,,,
126.25403999999999,1,j4-1,,,
126.25403999999999,2,j3-4,,,
126.25403999999999,3,j3-4,,,
126.25403999999999,4,j4-1,,,
126.25403999999999,5,j4-1,,,
126.88731,3,4-1,r2,,
126.88731,2,4-1,l2,,
126.88731,5,1-2,r2,,
126.88731,4,1-2,l2,,
126.88731,1,j1-2,,,
127.12061999999999,1,sj2,,,
127.12061999999999,2,sj1,,,
127.12061999999999,3,sj1,,,
127.12061999999999,4,sj2,,,
127.12061999999999,5,sj2,,,
127.52058,3,,rb1,,
127.52058,2,,lb1,,
127.52058,5,,rb1,,
127.52058,4,,lb1,,
127.52058,1,j2-3,,,
127.62057,5,w2,,,
127.62057,4,w2,,,
127.62057,3,w1,,,
127.62057,2,w1,,,
128.05386,1,j3-4,,,
128.05386,2,j1-2,,,
128.05386,3,j1-2,,,
128.05386,4,j2-3,,,
128.05386,5,j2-3,,,
128.05386,MOT_mc_special_03,j1-2,,
128.42049,1,lp4,,,
128.42049,2,lp2,,,
128.42049,3,lp2,,,
128.42049,4,lp3,,,
128.42049,5,lp3,,,
129.6537,3,2-3,rb0,,
129.6537,2,2-3,l2,,
129.6537,MOT_mc_special_03,j2-3,,
129.88701,1,4-1,l1,,
129.88701,4,3-4,l2,,
129.88701,5,3-4,rb0,,
130.08699,3,3-4,l1,,
130.08699,2,3-4,l3,,
130.48695,1,1-2,lb0,,
130.48695,4,4-1,lb1,,
130.48695,5,4-1,r1,,
130.48695,3,4-1,lb0,,
130.48695,2,4-1,lb2,,
130.48695,MOT_mc_special_03,j3-4,,
130.88691,MOT_mc_bg_black_00,b45-0,,
130.88691,3,1-2,r1,,
130.88691,2,1-2,lb1,,
130.88691,1,j2-3,,,
130.88691,4,j1-2,,,
130.88691,5,j1-2,,,
131.12022,MOT_mc_stage_color_00,r-flash,,
131.18688,MOT_mc_light_up_00,l3,,
131.18688,MOT_mc_light_center_00,l2,,
131.18688,MOT_mc_light_under_00,l1,,
131.18688,MOT_mc_speaker_00,l2,,
131.18688,MOT_mc_back_00,l1,,
131.18688,MOT_mc_special_01,stay,,
131.22020999999998,1,lp3,,,
131.22020999999998,2,lp2,,,
131.22020999999998,3,lp2,,,
131.22020999999998,4,lp2,,,
131.22020999999998,5,lp2,,,
131.25354,1,sj3,,,
131.52017999999998,1,sj3,,,
131.58684,MOT_mc_special_03,4-1,,
131.85348,1,sj3,,,
132.12012,MOT_mc_special_03,j1-2,,
132.15345,2,2-3,l2,,
132.15345,3,2-3,r2,,
132.35343,1,w3,,,
132.38675999999998,1,j3-4,,,
132.38675999999998,4,j2-3,,,
132.38675999999998,5,j2-3,,,
132.58674,2,3-4,lb1,,
132.58674,3,3-4,rb1,,
132.78672,1,4-1,,,
132.78672,4,3-4,,,
132.78672,5,3-4,,,
133.08669,1,1-2,,,
133.08669,2,4-1,,,
133.08669,3,4-1,,,
133.08669,4,4-1,,,
133.08669,5,4-1,,,
133.38666,1,lp2,,,
133.38666,2,lp1,,,
133.38666,3,lp1,,,
133.38666,4,lp1,,,
133.38666,5,lp1,,,
133.91994,1,sj2,,,
134.01993,MOT_mc_special_03,j2-3,,
134.18658,1,sj2,,,
134.51988,1,sj2,,,
134.81985,2,1-2,l2,,
134.81985,3,1-2,r2,,
135.01982999999998,1,w2,,,
135.05316,1,j2-3,,,
135.05316,4,j1-2,,,
135.05316,5,j1-2,,,
135.11982,MOT_mc_special_03,j3-4,,
135.25314,2,2-3,lb1,,
135.25314,3,2-3,rb1,,
135.45311999999998,1,3-4,,,
135.45311999999998,4,2-3,,,
135.45311999999998,5,2-3,,,
135.75309,1,4-1,,,
135.75309,2,3-4,,,
135.75309,3,3-4,,,
135.75309,4,3-4,,,
135.75309,5,3-4,,,
136.05306,1,lp1,,,
136.05306,2,lp4,,,
136.05306,3,lp4,,,
136.05306,4,lp4,,,
136.05306,5,lp4,,,
136.18637999999999,MOT_mc_special_03,j4-1,,
136.75298999999998,1,1-2,,,
136.75298999999998,2,4-1,,,
136.75298999999998,3,4-1,,,
136.75298999999998,4,4-1,,,
136.75298999999998,5,4-1,,,
137.05295999999998,1,2-3,,,
137.05295999999998,2,1-2,,,
137.05295999999998,3,1-2,,,
137.05295999999998,4,1-2,,,
137.05295999999998,5,1-2,,,
137.18627999999998,MOT_mc_special_03,j1-2,,
137.41959,1,j3-4,,,
137.41959,2,j2-3,,,
137.41959,3,j2-3,,,
137.41959,4,j2-3,,,
137.41959,5,j2-3,,,
137.78622,1,lp4,,,
137.78622,2,lp3,,,
137.78622,3,lp3,,,
137.78622,4,lp3,,,
137.78622,5,lp3,,,
138.05285999999998,MOT_mc_special_03,j2-3,,
138.45282,4,sj3,,,
138.45282,5,sj3,,,
138.55281,2,sj3,,,
138.55281,3,sj3,,,
138.65279999999998,1,sj4,,,
138.95277,5,w3,,,
138.95277,4,w3,,,
138.9861,1,j4-1,,,
138.9861,2,j3-4,,,
138.9861,3,j3-4,,,
138.9861,4,j3-4,,,
138.9861,5,j3-4,,,
139.15275,MOT_mc_special_03,j3-4,,
139.35272999999998,MOT_mc_stage_color_00,b-flash,,
139.35272999999998,1,lp1,,,
139.35272999999998,2,lp4,,,
139.35272999999998,3,lp4,,,
139.35272999999998,4,lp4,,,
139.35272999999998,5,lp4,,,
139.38606,MOT_mc_bg_black_00,b0-20,,
140.21931,MOT_mc_special_03,j4-1,,
140.88591,MOT_mc_special_03,j1-2,,
141.55250999999998,MOT_mc_special_03,lp2,,
142.88571,1,1-2,,b-1,
142.88571,4,4-1,,b-1,
142.88571,5,4-1,,b-1,
142.88571,2,4-1,,b-1,
142.88571,3,4-1,,b-1,
143.21901,1,2-3,,,
143.21901,2,1-2,,,
143.21901,3,1-2,,,
143.21901,4,1-2,,,
143.21901,5,1-2,,,
143.319,MOT_mc_special_03,2-3,,
143.55231,1,hj3,,,
143.55231,2,hj2,,,
143.55231,3,hj2,,,
143.55231,4,hj2,,,
143.55231,5,hj2,,,
143.95227,MOT_mc_stage_color_00,b-flash,,
144.05226,MOT_mc_light_up_00,l3,,
144.05226,MOT_mc_light_center_00,l2,,
144.05226,MOT_mc_light_under_00,l1,,
144.05226,MOT_mc_special_01,l1,,
144.05226,MOT_mc_speaker_00,l1,,
144.05226,MOT_mc_back_00,l2,,
144.05226,MOT_mc_bg_black_00,b20-65,,
144.11892,MOT_mc_special_03,3-4,,
144.51888,MOT_mc_special_03,lp4,,
144.78552,5,w2,,,
144.78552,4,w2,,,
144.78552,3,w2,,,
144.78552,2,w2,,,
144.78552,1,w3,,,
145.05216,4,2-3,l2,,
145.05216,5,2-3,r2,,
145.05216,1,3-4,,,
145.55211,MOT_mc_stage_color_00,b-flash,,
145.6521,4,sj3,,,
145.6521,5,sj3,,,
145.6521,1,sj4,,,
146.15205,5,w3,,,
146.15205,1,w4,,,
146.15205,4,3-4,lb1,,
146.15205,5,3-4,rb1,,
146.15205,1,4-1,,,
146.652,4,4-1,,,
146.652,5,4-1,,,
146.652,1,1-2,,,
146.652,2,2-3,,f0,
146.652,3,2-3,,f0,
146.68533,MOT_mc_special_03,4-1,,
147.05195999999998,3,j3-4,,,
147.05195999999998,2,j3-4,,,
147.45192,4,hj1,,,
147.45192,5,hj1,,,
147.45192,1,hj2,,,
147.48524999999998,MOT_mc_special_03,1-2,,
147.55191,3,hj4,,,
147.55191,2,hj4,,,
147.95186999999999,MOT_mc_special_03,lp2,,
148.11852,4,1-2,,,
148.11852,5,1-2,,,
148.11852,1,2-3,,,
148.11852,2,4-1,,,
148.11852,3,4-1,,,
148.48515,4,j2-3,,,
148.48515,5,j2-3,,,
148.48515,1,j3-4,,,
148.48515,2,j1-2,,,
148.48515,3,j1-2,,,
149.41839,4,3-4,l2,,
149.41839,5,3-4,r2,,
149.41839,1,j4-1,,,
149.41839,MOT_mc_special_03,j2-3,,
149.55170999999999,3,w2,,,
149.55170999999999,2,w2,,,
149.88501,3,2-3,r2,,
149.88501,2,2-3,l2,,
150.01833,MOT_mc_special_03,lp3,,
150.25163999999998,1,hj1,,,
150.25163999999998,4,hj4,,,
150.25163999999998,5,hj4,,,
150.55160999999998,2,hj3,,,
150.55160999999998,3,hj3,,,
150.98489999999998,1,hj1,,,
150.98489999999998,4,hj4,,,
150.98489999999998,5,hj4,,,
151.28486999999998,2,hj3,,,
151.28486999999998,3,hj3,,,
151.45152,MOT_mc_special_03,j3-4,,
151.91814,4,4-1,l3,,
151.91814,5,4-1,r3,,
151.91814,1,1-2,,,
152.01812999999999,MOT_mc_special_03,lp4,,
152.08479,MOT_mc_stage_color_00,r-flash,,
152.51808,3,w3,,,
152.51808,2,w3,,,
152.51808,4,sj1,,,
152.51808,5,sj1,,,
152.51808,1,sj2,,,
153.01802999999998,5,w1,,,
153.01802999999998,1,w2,,,
153.01802999999998,4,1-2,lb2,,
153.01802999999998,5,1-2,rb2,,
153.01802999999998,1,2-3,,,
153.51798,4,2-3,,,
153.51798,5,2-3,,,
153.51798,1,3-4,,,
153.51798,2,3-4,,b-1,
153.51798,3,3-4,,b-1,
153.6513,MOT_mc_special_03,j4-1,,
153.91794,3,j4-1,,,
153.91794,2,j4-1,,,
154.31789999999998,4,hj3,,,
154.31789999999998,5,hj3,,,
154.31789999999998,1,hj4,,,
154.41789,3,hj1,,,
154.41789,2,hj1,,,
154.51788,MOT_mc_special_03,j1-2,,
154.9845,4,3-4,,,
154.9845,5,3-4,,,
154.9845,1,4-1,,,
154.9845,2,1-2,,,
154.9845,3,1-2,,,
155.21781,MOT_mc_special_03,lp2,,
155.35112999999998,4,j4-1,,,
155.35112999999998,5,j4-1,,,
155.35112999999998,1,j1-2,,,
155.35112999999998,2,j2-3,,,
155.35112999999998,3,j2-3,,,
156.18438,4,1-2,l3,,
156.18438,5,1-2,r3,,
156.18438,1,j2-3,,,
156.41769,3,w3,,,
156.41769,2,w3,,,
156.58434,3,3-4,rb1,,
156.58434,2,3-4,lb1,,
156.75099,MOT_mc_special_03,2-3,,
156.95096999999998,1,hj3,,,
156.95096999999998,4,hj2,,,
156.95096999999998,5,hj2,,,
157.28427,2,hj4,,,
157.28427,3,hj4,,,
157.3176,MOT_mc_special_03,lp3,,
157.68422999999999,1,hj3,,,
157.68422999999999,4,hj2,,,
157.68422999999999,5,hj2,,,
158.01753,2,hj4,,,
158.01753,3,hj4,,,
158.51748,MOT_mc_stage_color_00,b-flash,,
158.51748,MOT_mc_special_03,3-4,,
158.58414,MOT_mc_light_up_00,l3,,
158.58414,MOT_mc_light_center_00,l3,,
158.58414,MOT_mc_light_under_00,l2,,
158.58414,MOT_mc_speaker_00,l2,,
158.58414,MOT_mc_back_00,l2,,
158.58414,MOT_mc_bg_black_00,b65-0,,
158.6508,1,3-4,,,
158.6508,4,2-3,,,
158.6508,5,2-3,,,
158.98409999999998,1,4-1,,,
158.98409999999998,2,4-1,,,
158.98409999999998,3,4-1,,,
158.98409999999998,4,3-4,,,
158.98409999999998,5,3-4,,,
159.08409,MOT_mc_special_03,lp4,,
159.28406999999999,1,lp1,,,
159.28406999999999,2,lp1,,,
159.28406999999999,3,lp1,,,
159.28406999999999,4,lp4,,,
159.28406999999999,5,lp4,,,
159.81735,1,j1-2,,,
159.81735,2,j1-2,,,
159.81735,3,j1-2,,,
159.81735,4,j4-1,,,
159.81735,5,j4-1,,,
160.15064999999998,1,2-3,,,
160.15064999999998,2,2-3,,,
160.15064999999998,3,2-3,,,
160.15064999999998,4,1-2,,,
160.15064999999998,5,1-2,,,
160.45062,MOT_mc_special_03,4-1,,
160.51728,1,hj3,,,
160.51728,2,hj3,,,
160.51728,3,hj3,,,
160.51728,4,hj2,,,
160.51728,5,hj2,,,
161.01722999999998,MOT_mc_special_03,lp1,,
161.25054,1,j3-4,,,
161.25054,2,j3-4,,,
161.25054,3,j3-4,,,
161.25054,4,j2-3,,,
161.25054,5,j2-3,,,
161.58383999999998,1,,l1,,
161.58383999999998,2,,l2,,
161.58383999999998,3,,rb0,,
161.58383999999998,4,,l4,,
161.58383999999998,5,,rb2,,
161.95047,1,4-1,,,
161.95047,2,4-1,,,
161.95047,3,4-1,,,
161.95047,4,3-4,,,
161.95047,5,3-4,,,
162.45041999999998,1,,lb0,,
162.45041999999998,2,,lb1,,
162.45041999999998,3,,r1,,
162.45041999999998,4,,lb3,,
162.45041999999998,5,,r3,,
162.81705,1,1-2,,,
162.81705,2,1-2,,,
162.81705,3,1-2,,,
162.81705,4,4-1,,,
162.81705,5,4-1,,,
163.15035,2,j2-3,,,
163.15035,3,j2-3,,,
163.51698,2,lp3,,,
163.51698,3,lp3,,,
163.51698,4,j1-2,,,
163.51698,5,j1-2,,,
163.75029,1,w2,,,
163.85028,1,2-3,,,
163.95027,2,3-4,,,
163.95027,3,3-4,,,
164.05025999999998,4,2-3,,,
164.05025999999998,5,2-3,,,
164.38356,1,lp3,,,
164.38356,2,lp4,,,
164.38356,3,lp4,,,
164.38356,4,lp3,,,
164.38356,5,lp3,,,
164.75019,1,3-4,,,
164.75019,4,3-4,,,
164.75019,5,3-4,,,
165.01683,MOT_mc_stage_color_00,r-flash,,
165.08348999999998,1,4-1,,,
165.08348999999998,2,4-1,,,
165.08348999999998,3,4-1,,,
165.08348999999998,4,4-1,,,
165.08348999999998,5,4-1,,,
165.38345999999999,1,lp1,,,
165.38345999999999,2,lp1,,,
165.38345999999999,3,lp1,,,
165.38345999999999,4,lp1,,,
165.38345999999999,5,lp1,,,
165.55011,MOT_mc_special_03,sp1-2,,
165.91674,1,j1-2,,,
165.91674,2,j1-2,,,
165.91674,3,j1-2,,,
165.91674,4,j1-2,,,
165.91674,5,j1-2,,,
166.25003999999998,1,2-3,,,
166.25003999999998,2,2-3,,,
166.25003999999998,3,2-3,,,
166.25003999999998,4,2-3,,,
166.25003999999998,5,2-3,,,
166.61667,1,hj3,,,
166.61667,2,hj3,,,
166.61667,3,hj3,,,
166.61667,4,hj3,,,
166.61667,5,hj3,,,
167.24993999999998,MOT_mc_special_03,sj2,,
167.28327,1,j3-4,,,
167.28327,2,j3-4,,,
167.28327,3,j3-4,,,
167.28327,4,j3-4,,,
167.28327,5,j3-4,,,
167.61657,1,j4-1,,,
