0.03333,2,sort,-1500,
0.03333,3,sort,-1500,
0.03333,6,sort,-1500,
0.03333,7,sort,-1500,
0.03333,MOT_control_all,zoom_1,,
75.72576,7,1-2,,,
75.72576,5,3-4,,,
75.82575,1,2-3,,,
75.82575,2,4-1,,,
75.82575,3,4-1,,,
76.15905,1,3-4,,,
76.15905,2,1-2,,,
76.15905,3,1-2,,,
76.15905,4,4-1,,,
76.15905,5,4-1,,,
76.15905,6,1-2,,,
76.15905,7,2-3,,,
76.15905,8,4-1,,,
76.15905,9,2-3,,,
76.62567,8,j1-2,,,
76.62567,6,j2-3,,,
76.62567,4,j1-2,,,
76.89231,9,j3-4,,,
76.89231,7,j3-4,,,
76.89231,5,j1-2,,,
77.09228999999999,3,w2,,,
77.09228999999999,2,w2,,,
77.09228999999999,1,w4,,,
77.15894999999999,1,j4-1,,,
77.15894999999999,2,j2-3,,,
77.15894999999999,3,j2-3,,,
77.45891999999999,MOT_mc_stage_color_00,r-flash,,
77.49225,1,1-2,,,
77.49225,2,3-4,,,
77.49225,3,3-4,,,
77.49225,4,2-3,,,
77.49225,5,2-3,,,
77.49225,6,3-4,,,
77.49225,7,4-1,,,
77.49225,8,2-3,,,
77.49225,9,4-1,,,
77.95886999999999,8,j3-4,,,
77.95886999999999,6,j4-1,,,
77.95886999999999,9,j1-2,,,
77.95886999999999,7,j1-2,,,
78.12552,MOT_mc_stage_color_00,b-flash,,
78.25883999999999,4,j3-4,,,
78.25883999999999,2,j4-1,,,
78.25883999999999,3,j4-1,,,
78.25883999999999,5,j3-4,,,
78.42549,1,w2,,,
78.52548,1,j2-3,,,
78.85878,MOT_mc_stage_color_00,y-flash,,
78.85878,1,3-4,,,
78.85878,2,1-2,,,
78.85878,3,1-2,,,
78.85878,4,4-1,,,
78.85878,5,4-1,,,
78.85878,6,1-2,,,
78.85878,7,2-3,,,
78.85878,8,4-1,,,
78.85878,9,2-3,,,
79.19207999999999,1,j4-1,,,
79.19207999999999,2,j2-3,,,
79.19207999999999,3,j2-3,,,
79.19207999999999,4,j1-2,,,
79.19207999999999,5,j1-2,,,
79.19207999999999,6,j2-3,,,
79.19207999999999,7,j3-4,,,
79.19207999999999,8,j1-2,,,
79.19207999999999,9,j3-4,,,
79.69203,1,1-2,,,
79.69203,2,3-4,,,
79.69203,3,3-4,,,
79.69203,4,2-3,,,
79.69203,5,2-3,,,
79.69203,6,3-4,,,
79.69203,7,4-1,,,
79.69203,8,2-3,,,
79.69203,9,4-1,,,
80.02533,MOT_mc_stage_color_00,r-flash,,
80.02533,1,j2-3,,,
80.19198,4,j3-4,,,
80.19198,2,j4-1,,,
80.19198,3,j4-1,,,
80.19198,5,j3-4,,,
80.35862999999999,8,j3-4,,,
80.35862999999999,6,j4-1,,,
80.35862999999999,9,j1-2,,,
80.35862999999999,7,j1-2,,,
80.85858,1,sp3-4,,,
80.85858,2,sp1-2,,,
80.85858,3,sp1-2,,,
80.85858,4,sp4-1,,,
80.85858,5,sp4-1,,,
80.85858,6,sp1-2,,,
80.85858,7,sp2-3,,,
80.85858,8,sp4-1,,,
80.85858,9,sp2-3,,,
83.29167,1,4-1,,,
83.29167,2,2-3,,,
83.29167,3,2-3,,,
83.29167,4,1-2,,,
83.29167,5,1-2,,,
83.29167,6,2-3,,,
83.29167,7,3-4,,,
83.29167,8,1-2,,,
83.29167,9,3-4,,,
83.6583,8,j2-3,,,
83.6583,6,j3-4,,,
83.6583,9,j4-1,,,
83.6583,7,j4-1,,,
83.79162,MOT_mc_stage_color_00,b-flash,,
83.99159999999999,4,j2-3,,,
83.99159999999999,2,j3-4,,,
83.99159999999999,3,j3-4,,,
83.99159999999999,5,j2-3,,,
84.22491,1,w1,,,
84.35822999999999,1,j1-2,,,
84.49154999999999,MOT_mc_stage_color_00,y-flash,,
84.72485999999999,9,w1,,,
84.72485999999999,8,w3,,,
84.72485999999999,7,w1,,,
84.72485999999999,6,w4,,,
84.72485999999999,4,3-4,,,
84.72485999999999,2,4-1,,,
84.72485999999999,3,4-1,,,
84.72485999999999,5,3-4,,,
84.72485999999999,8,3-4,,,
84.72485999999999,6,4-1,,,
84.72485999999999,9,1-2,,,
84.72485999999999,7,1-2,,,
85.19148,MOT_mc_stage_color_00,r-flash,,
85.42479,1,w2,,,
85.62477,1,2-3,,,
85.62477,2,1-2,,,
85.62477,3,1-2,,,
85.62477,4,4-1,,,
85.62477,5,4-1,,,
85.62477,6,1-2,,,
85.62477,7,2-3,,,
85.62477,8,4-1,,,
85.62477,9,2-3,,,
85.69143,MOT_mc_stage_color_00,b-flash,,
85.95806999999999,1,3-4,,,
85.95806999999999,2,2-3,,,
85.95806999999999,3,2-3,,,
85.95806999999999,4,1-2,,,
85.95806999999999,5,1-2,,,
85.95806999999999,6,2-3,,,
85.95806999999999,7,3-4,,,
85.95806999999999,8,1-2,,,
85.95806999999999,9,3-4,,,
86.29137,1,hj4,,,
86.29137,2,hj3,,,
86.29137,3,hj3,,,
86.29137,4,hj2,,,
86.29137,5,hj2,,,
86.29137,6,hj3,,,
86.29137,7,hj4,,,
86.29137,8,hj2,,,
86.29137,9,hj4,,,
86.62467,MOT_mc_stage_color_00,r-flash,,
86.95797,1,4-1,,,
86.95797,2,3-4,,,
86.95797,3,3-4,,,
86.95797,4,2-3,,,
86.95797,5,2-3,,,
86.95797,6,3-4,,,
86.95797,7,4-1,,,
86.95797,8,2-3,,,
86.95797,9,4-1,,,
87.29127,1,lp1,,,
87.29127,2,lp4,,,
87.29127,3,lp4,,,
87.29127,4,lp3,,,
87.29127,5,lp3,,,
87.29127,6,lp4,,,
87.29127,7,lp1,,,
87.29127,8,lp3,,,
87.29127,9,lp1,,,
88.19118,1,,,,D40
88.19118,2,,,,D40
88.19118,3,,,,D40
88.19118,4,,,,D40
88.19118,5,,,,D40
88.19118,6,,,,D40
88.19118,7,,,,D40
88.19118,8,,,,D40
88.19118,9,,,,D40
88.19118,1,1-2,,,
88.19118,2,4-1,,,
88.19118,3,4-1,,,
88.19118,4,3-4,,,
88.19118,5,3-4,,,
88.19118,6,4-1,,,
88.19118,7,1-2,,,
88.19118,8,3-4,,,
88.19118,9,1-2,,,
88.52448,1,,,,L0
88.52448,2,,,,L0
88.52448,3,,,,L0
88.52448,2,1-2,,,
88.52448,3,1-2,,,
88.52448,MOT_all,cut7,,
88.75779,1,2-3,,,
89.12442,9,w2,,,
89.12442,8,w4,,,
89.12442,7,w2,,,
89.12442,6,w1,,,
89.12442,5,w4,,,
89.12442,4,w4,,,
89.22440999999999,1,j3-4,,,
89.42439,MOT_mc_stage_color_00,r-flash,,
89.45772,3,w2,,,
89.45772,2,w2,,,
89.62437,2,j2-3,,,
89.79101999999999,MOT_mc_stage_color_00,b-flash,,
89.95767,3,j2-3,,,
90.12432,MOT_mc_stage_color_00,y-flash,,
90.29097,1,w4,,,
90.69093,2,w3,,,
90.82424999999999,MOT_mc_stage_color_00,r-flash,,
90.82424999999999,1,4-1,,,
90.82424999999999,2,3-4,,,
90.82424999999999,3,3-4,,,
91.15755,1,j1-2,,,
91.15755,2,j4-1,,,
91.15755,3,j4-1,,,
91.39085999999999,MOT_mc_stage_color_00,b-flash,,
91.6575,1,2-3,,,
91.6575,2,1-2,,,
91.6575,3,1-2,,,
92.02413,3,j2-3,,,
92.25744,MOT_mc_stage_color_00,y-flash,,
92.42408999999999,2,j2-3,,,
92.59074,1,w3,,,
92.59074,MOT_mc_stage_color_00,r-flash,,
92.79072,1,j3-4,,,
92.92403999999999,MOT_mc_stage_color_00,b-flash,,
93.09069,3,w3,,,
93.49065,2,w3,,,
93.55731,3,hj3,,,
93.75729,2,hj3,,,
93.85728,1,w4,,,
94.12392,1,hj4,,,
94.52387999999999,1,,,,D40
94.52387999999999,2,,,,D40
94.52387999999999,3,,,,D40
94.52387999999999,4,,,,L0
94.52387999999999,6,,,,L0
94.52387999999999,8,,,,L0
94.52387999999999,4,4-1,,,
94.52387999999999,6,1-2,,,
94.52387999999999,8,4-1,,,
94.79052,3,w3,,,
94.85718,4,j1-2,,,
94.85718,6,j2-3,,,
94.85718,8,j1-2,,,
94.9905,2,w3,,,
95.19048,8,2-3,,,
95.35713,1,w4,,,
95.35713,4,2-3,,,
95.49045,6,3-4,,,
96.12371999999999,8,w3,,,
96.19037999999999,4,,,,D40
96.19037999999999,6,,,,D40
96.19037999999999,8,,,,D40
96.29037,4,w3,,,
96.42369,6,w4,,,
96.45702,5,,,,L0
96.45702,7,,,,L0
96.45702,9,,,,L0
96.45702,5,4-1,,,
96.45702,7,2-3,,,
96.45702,9,2-3,,,
96.79032,5,j1-2,,,
96.79032,7,j3-4,,,
96.79032,9,j3-4,,,
97.12362,9,4-1,,,
97.29026999999999,5,2-3,,,
97.42358999999999,7,4-1,,,
97.6569,5,j3-4,,,
97.6569,7,j1-2,,,
97.6569,9,j1-2,,,
97.72355999999999,1,,,,L0
97.72355999999999,2,,,,L0
97.72355999999999,3,,,,L0
97.72355999999999,4,,,,L0
97.72355999999999,6,,,,L0
97.72355999999999,8,,,,L0
98.12352,8,j3-4,,,
98.12352,6,j4-1,,,
98.12352,4,j3-4,,,
98.39016,1,j4-1,,,
98.39016,2,j3-4,,,
98.39016,3,j3-4,,,
98.72345999999999,9,w2,,,
98.72345999999999,7,w2,,,
98.72345999999999,5,w4,,,
98.89010999999999,1,1-2,,,
98.89010999999999,2,4-1,,,
98.89010999999999,3,4-1,,,
98.89010999999999,4,4-1,,,
98.89010999999999,5,4-1,,,
98.89010999999999,6,1-2,,,
98.89010999999999,7,2-3,,,
98.89010999999999,8,4-1,,,
98.89010999999999,9,2-3,,,
99.25674,MOT_all,cut8,,
99.69003,MOT_control_all,zoom_7,,
99.82334999999999,9,w3,,,
99.82334999999999,8,w1,,,
99.82334999999999,7,w3,,,
99.82334999999999,6,w2,,,
99.82334999999999,5,w1,,,
99.82334999999999,4,w1,,,
99.82334999999999,3,w1,,,
99.82334999999999,2,w1,,,
99.82334999999999,1,w2,,,
99.82334999999999,MOT_mc_stage_color_00,y-flash,,
99.82334999999999,8,1-2,,,
99.82334999999999,6,2-3,,,
99.82334999999999,7,3-4,,,
99.82334999999999,9,3-4,,,
100.03333,2,sort,-1500,
100.03333,3,sort,-1500,
100.03333,6,sort,-1500,
100.03333,7,sort,-1500,
100.05666,1,2-3,,,
100.05666,2,1-2,,,
100.05666,3,1-2,,,
100.05666,4,1-2,,,
100.05666,5,1-2,,,
100.52328,1,j3-4,,,
100.52328,2,j2-3,,,
100.52328,3,j2-3,,,
100.75658999999999,9,w4,,,
100.75658999999999,8,w2,,,
100.75658999999999,7,w4,,,
100.75658999999999,6,w3,,,
100.92323999999999,8,j2-3,,,
100.92323999999999,6,j3-4,,,
100.92323999999999,4,j2-3,,,
100.98989999999999,5,w2,,,
101.25654,5,j2-3,,,
101.25654,7,j4-1,,,
101.25654,9,j4-1,,,
101.38986,MOT_mc_stage_color_00,r-flash,,
101.58984,3,w3,,,
101.58984,2,w3,,,
101.58984,1,w4,,,
101.9898,8,w3,,,
101.9898,6,w4,,,
101.9898,4,w3,,,
102.12312,1,4-1,,,
102.3231,9,w1,,,
102.3231,7,w1,,,
102.3231,5,w3,,,
102.42309,2,j3-4,,,
102.42309,3,j3-4,,,
102.42309,4,j3-4,,,
102.42309,5,j3-4,,,
102.55641,6,j4-1,,,
102.55641,7,j1-2,,,
102.55641,8,j3-4,,,
102.55641,9,j1-2,,,
102.62307,MOT_mc_stage_color_00,b-flash,,
103.05636,1,w1,,,
103.05636,8,4-1,l1,,
103.05636,9,2-3,r1,,
103.28967,6,1-2,l1,,
103.28967,7,2-3,r1,,
103.48965,5,w4,,,
103.48965,4,w4,,,
103.48965,3,w4,,,
103.48965,2,w4,,,
103.52297999999999,4,4-1,l1,,
103.52297999999999,5,4-1,r1,,
103.75628999999999,2,4-1,l1,,
103.75628999999999,1,1-2,,,
103.75628999999999,3,4-1,r1,,
103.9896,9,w3,,,
103.9896,8,w1,,,
104.05626,1,j2-3,,,
104.05626,2,j1-2,,,
104.05626,3,j1-2,,,
104.05626,4,j1-2,,,
104.05626,5,j1-2,,,
104.05626,6,j2-3,,,
104.05626,7,j3-4,,,
104.05626,8,j1-2,,,
104.05626,9,j3-4,,,
104.42289,2,2-3,lb0,,
104.42289,1,3-4,,,
104.42289,3,2-3,rb0,,
104.72286,4,2-3,lb0,,
104.72286,5,2-3,rb0,,
104.98949999999999,6,3-4,lb0,,
104.98949999999999,7,4-1,rb0,,
105.12281999999999,9,w4,,,
105.12281999999999,8,w2,,,
105.25614,8,2-3,lb0,,
105.25614,9,4-1,rb0,,
105.35613,3,w3,,,
105.35613,2,w3,,,
105.35613,1,w4,,,
105.58944,8,hj3,,,
105.58944,9,hj1,,,
105.6561,5,w3,,,
105.6561,4,w3,,,
105.6561,6,j4-1,,,
105.6561,7,j1-2,,,
105.72276,4,j3-4,,,
105.72276,5,j3-4,,,
105.78941999999999,2,j3-4,,,
105.78941999999999,1,j4-1,,,
105.78941999999999,3,j3-4,,,
106.18938,1,1-2,,,
106.18938,2,4-1,,,
106.18938,3,4-1,,,
106.18938,4,4-1,,,
106.18938,5,4-1,,,
106.18938,6,1-2,,,
106.18938,7,2-3,,,
106.18938,8,3-4,,,
106.18938,9,1-2,,,
106.52268,1,2-3,,,
106.52268,2,1-2,,,
106.52268,3,1-2,,,
106.52268,4,1-2,,,
106.52268,5,1-2,,,
106.52268,6,2-3,,,
106.52268,7,3-4,,,
106.52268,8,4-1,,,
106.52268,9,2-3,,,
106.85597999999999,1,j3-4,,,
106.85597999999999,2,j2-3,,,
106.85597999999999,3,j2-3,,,
106.85597999999999,4,j2-3,,,
106.85597999999999,5,j2-3,,,
106.85597999999999,6,j3-4,,,
106.85597999999999,7,j4-1,,,
106.85597999999999,8,j1-2,,,
106.85597999999999,9,j3-4,,,
107.72256,MOT_mc_stage_color_00,y-flash,,
107.72256,9,j4-1,,,
107.72256,7,j1-2,,,
107.72256,8,j2-3,,,
107.72256,6,j4-1,,,
107.92254,5,w3,,,
107.92254,4,w3,,,
107.92254,3,w3,,,
107.92254,2,w3,,,
107.92254,1,w4,,,
108.05586,2,j3-4,,,
108.05586,4,j3-4,,,
108.05586,3,j3-4,,,
108.05586,5,j3-4,,,
108.08919,MOT_mc_stage_color_00,r-flash,,
108.38915999999999,1,j4-1,,,
108.45581999999999,MOT_mc_stage_color_00,b-flash,,
108.78912,9,w1,,,
108.78912,8,w3,,,
108.78912,7,w2,,,
108.78912,6,w1,,,
108.95577,1,1-2,l1,,
108.95577,2,4-1,l1,,
108.95577,3,4-1,l1,,
108.95577,4,4-1,l1,,
108.95577,5,4-1,l1,,
108.95577,6,1-2,l1,,
108.95577,7,2-3,l1,,
108.95577,8,3-4,l1,,
108.95577,9,1-2,l1,,
109.28907,1,2-3,,,
109.28907,2,1-2,,,
109.28907,3,1-2,,,
109.28907,4,1-2,,,
109.28907,5,1-2,,,
109.28907,6,2-3,,,
109.28907,7,3-4,,,
109.28907,8,4-1,,,
109.28907,9,2-3,,,
109.62236999999999,1,3-4,lb0,,
109.62236999999999,2,2-3,lb0,,
109.62236999999999,3,2-3,lb0,,
109.62236999999999,4,2-3,lb0,,
109.62236999999999,5,2-3,lb0,,
109.62236999999999,6,3-4,lb0,,
109.62236999999999,7,4-1,lb0,,
109.62236999999999,8,1-2,lb0,,
109.62236999999999,9,3-4,lb0,,
109.95567,1,4-1,,,
109.95567,2,3-4,,,
109.95567,3,3-4,,,
109.95567,4,3-4,,,
109.95567,5,3-4,,,
109.95567,6,4-1,,,
109.95567,7,1-2,,,
109.95567,8,2-3,,,
109.95567,9,4-1,,,
110.28896999999999,1,1-2,r1,,
110.28896999999999,2,4-1,r1,,
110.28896999999999,3,4-1,r1,,
110.28896999999999,4,4-1,r1,,
110.28896999999999,5,4-1,r1,,
110.28896999999999,6,1-2,r1,,
110.28896999999999,7,2-3,r1,,
110.28896999999999,8,3-4,r1,,
110.28896999999999,9,1-2,r1,,
110.38896,MOT_all,cut9,,
110.38896,MOT_all,cut9,,
110.55561,MOT_mc_stage_color_00,y-flash,,
110.62227,1,j2-3,,,
110.62227,2,j1-2,,,
110.62227,3,j1-2,,,
110.62227,4,j1-2,,,
110.62227,5,j1-2,,,
110.62227,6,j2-3,,,
110.62227,7,j3-4,,,
110.62227,8,j4-1,,,
110.62227,9,j2-3,,,
111.12222,1,3-4,rb0,,
111.12222,2,2-3,rb0,,
111.12222,3,2-3,rb0,,
111.12222,4,2-3,rb0,,
111.12222,5,2-3,rb0,,
111.12222,6,3-4,rb0,,
111.12222,7,4-1,rb0,,
111.12222,8,1-2,rb0,,
111.12222,9,3-4,rb0,,
111.95546999999999,MOT_control_all,zoom_8,,
111.95546999999999,MOT_mc_stage_color_00,r-flash,,
111.95546999999999,8,2-3,,,
112.05546,9,w4,,,
112.05546,7,w1,,,
112.05546,5,w3,,,
112.05546,4,w3,,,
112.05546,3,w3,,,
112.05546,2,w3,,,
112.05546,1,w4,,,
112.05546,6,4-1,,,
112.15545,4,3-4,,,
112.22211,MOT_mc_stage_color_00,b-flash,,
112.25544,2,3-4,,,
112.35543,1,4-1,,,
112.45541999999999,3,3-4,,,
112.48875,MOT_mc_stage_color_00,y-flash,,
112.55541,5,3-4,,,
112.6554,7,1-2,,,
112.75538999999999,9,4-1,,,
112.88870999999999,8,w3,,,
112.9887,6,w1,,,
113.08869,4,w4,,,
113.08869,7,2-3,,,
113.18867999999999,2,w4,,,
113.18867999999999,5,4-1,,,
113.28867,1,w1,,,
113.28867,3,4-1,,,
113.35533,MOT_mc_stage_color_00,r-flash,,
113.38866,1,1-2,,,
113.52198,2,4-1,,,
113.6553,MOT_mc_stage_color_00,b-flash,,
113.6553,4,4-1,,,
113.68862999999999,9,w1,,,
113.75528999999999,6,1-2,,,
113.85528,8,3-4,,,
114.02193,7,w3,,,
114.08859,MOT_mc_stage_color_00,y-flash,,
114.12191999999999,5,w1,,,
114.18858,1,2-3,,,
114.18858,2,1-2,,,
114.18858,3,1-2,,,
114.18858,4,1-2,,,
114.18858,5,1-2,,,
114.18858,6,2-3,,,
114.18858,7,3-4,,,
114.18858,8,4-1,,,
114.18858,9,1-2,,,
114.52188,1,3-4,,,
114.52188,2,2-3,,,
114.52188,3,2-3,,,
114.52188,4,2-3,,,
114.52188,5,2-3,,,
114.52188,6,3-4,,,
114.52188,7,4-1,,,
114.52188,8,1-2,,,
114.52188,9,2-3,,,
114.85517999999999,8,2-3,,,
114.85517999999999,6,4-1,,,
114.85517999999999,4,3-4,,,
115.05516,9,3-4,,,
115.05516,7,1-2,,,
115.05516,5,3-4,,,
115.15514999999999,1,4-1,,,
115.15514999999999,2,3-4,,,
115.15514999999999,3,3-4,,,
115.48845,1,1-2,,,
115.48845,2,4-1,,,
115.48845,3,4-1,,,
115.48845,4,4-1,,,
115.48845,5,4-1,,,
115.48845,6,1-2,,,
115.48845,7,2-3,,,
115.48845,8,3-4,,,
115.48845,9,4-1,,,
115.95506999999999,8,j4-1,,,
115.95506999999999,6,j2-3,,,
115.95506999999999,4,j1-2,,,
116.22171,9,j1-2,,,
116.22171,7,j3-4,,,
116.22171,5,j1-2,,,
116.42169,3,w1,,,
116.42169,2,w1,,,
116.42169,1,w2,,,
116.48835,1,j2-3,,,
116.48835,2,j1-2,,,
116.48835,3,j1-2,,,
116.82164999999999,1,3-4,,,
116.82164999999999,2,2-3,,,
116.82164999999999,3,2-3,,,
116.82164999999999,4,2-3,,,
116.82164999999999,5,2-3,,,
116.82164999999999,6,3-4,,,
116.82164999999999,7,4-1,,,
116.82164999999999,8,1-2,,,
116.82164999999999,9,2-3,,,
116.92164,MOT_mc_stage_color_00,r-flash,,
117.28827,8,j2-3,,,
117.28827,6,j4-1,,,
117.28827,9,j3-4,,,
117.28827,7,j1-2,,,
117.58824,MOT_mc_stage_color_00,b-flash,,
117.58824,4,j3-4,,,
117.58824,2,j3-4,,,
117.58824,3,j3-4,,,
117.58824,5,j3-4,,,
117.75488999999999,1,w4,,,
117.85488,1,j4-1,,,
118.18817999999999,1,1-2,,,
118.18817999999999,2,4-1,,,
118.18817999999999,3,4-1,,,
118.18817999999999,4,4-1,,,
118.18817999999999,5,4-1,,,
118.18817999999999,6,1-2,,,
118.18817999999999,7,2-3,,,
118.18817999999999,8,3-4,,,
118.18817999999999,9,4-1,,,
118.3215,MOT_mc_stage_color_00,y-flash,,
118.52148,1,2-3,,,
118.52148,2,1-2,,,
118.52148,3,1-2,,,
118.52148,4,1-2,,,
118.52148,5,1-2,,,
118.52148,6,2-3,,,
118.52148,7,3-4,,,
118.52148,8,4-1,,,
118.52148,9,1-2,,,
118.85477999999999,1,j3-4,,,
118.85477999999999,2,j2-3,,,
118.85477999999999,3,j2-3,,,
118.85477999999999,4,j2-3,,,
118.85477999999999,5,j2-3,,,
118.85477999999999,6,j3-4,,,
118.85477999999999,7,j4-1,,,
118.85477999999999,8,j1-2,,,
118.85477999999999,9,j2-3,,,
119.35472999999999,1,j4-1,,,
119.48805,MOT_mc_stage_color_00,r-flash,,
119.52138,4,j3-4,,,
119.52138,2,j3-4,,,
119.52138,3,j3-4,,,
119.52138,5,j3-4,,,
119.68803,8,j2-3,,,
119.68803,6,j4-1,,,
119.68803,9,j3-4,,,
119.68803,7,j1-2,,,
120.18798,1,sp1-2,,,
120.18798,2,sp4-1,,,
120.18798,3,sp4-1,,,
120.18798,4,sp4-1,,,
120.18798,5,sp4-1,,,
120.18798,6,sp1-2,,,
120.18798,7,sp2-3,,,
120.18798,8,sp3-4,,,
120.18798,9,sp4-1,,,
122.58774,MOT_all,cut9,,
122.58774,MOT_all,cut10,,
122.62106999999999,1,2-3,,,
122.62106999999999,2,1-2,,,
122.62106999999999,3,1-2,,,
122.62106999999999,4,1-2,,,
122.62106999999999,5,1-2,,,
122.62106999999999,6,2-3,,,
122.62106999999999,7,3-4,,,
122.62106999999999,8,4-1,,,
122.62106999999999,9,1-2,,,
122.98769999999999,8,j1-2,,,
122.98769999999999,6,j3-4,,,
122.98769999999999,9,j2-3,,,
122.98769999999999,7,j4-1,,,
123.25434,MOT_mc_stage_color_00,b-flash,,
123.321,4,j2-3,,,
123.321,2,j2-3,,,
123.321,3,j2-3,,,
123.321,5,j2-3,,,
123.55431,1,w3,,,
123.68763,1,j3-4,,,
123.95427,MOT_mc_stage_color_00,y-flash,,
124.05426,9,w3,,,
124.05426,7,w1,,,
124.05426,6,w4,,,
124.05426,8,2-3,,,
124.05426,6,4-1,,,
124.05426,9,3-4,,,
124.05426,7,1-2,,,
124.3209,4,3-4,,,
124.3209,2,3-4,,,
124.3209,3,3-4,,,
124.3209,5,3-4,,,
124.48755,1,4-1,,f1,
124.65419999999999,MOT_mc_stage_color_00,r-flash,,
124.95416999999999,1,1-2,,,
124.95416999999999,2,4-1,,,
124.95416999999999,3,4-1,,,
124.95416999999999,4,4-1,,,
124.95416999999999,5,4-1,,,
124.95416999999999,6,1-2,,,
124.95416999999999,7,2-3,,,
124.95416999999999,8,3-4,,,
124.95416999999999,9,4-1,,,
125.15415,MOT_mc_stage_color_00,b-flash,,
125.28747,1,2-3,,,
125.28747,2,1-2,,,
125.28747,3,1-2,,,
125.28747,4,1-2,,,
125.28747,5,1-2,,,
125.28747,6,2-3,,,
125.28747,7,3-4,,,
125.28747,8,4-1,,,
125.28747,9,1-2,,,
125.62077,1,hj3,,,
125.62077,2,hj2,,,
125.62077,3,hj2,,,
125.62077,4,hj2,,,
125.62077,5,hj2,,,
125.62077,6,hj3,,,
125.62077,7,hj4,,,
125.62077,8,hj1,,,
125.62077,9,hj2,,,
126.08739,MOT_mc_stage_color_00,r-flash,,
126.28737,1,3-4,,,
126.28737,2,2-3,,,
126.28737,3,2-3,,,
126.28737,4,2-3,,,
126.28737,5,2-3,,,
126.28737,6,3-4,,,
126.28737,7,4-1,,,
126.28737,8,1-2,,,
126.28737,9,2-3,,,
126.62066999999999,1,lp4,,,
126.62066999999999,2,lp3,,,
126.62066999999999,3,lp3,,,
126.62066999999999,4,lp3,,,
126.62066999999999,5,lp3,,,
126.62066999999999,6,lp4,,,
126.62066999999999,7,lp1,,,
126.62066999999999,8,lp2,,,
126.62066999999999,9,lp3,,,
127.52058,1,j4-1,,,
127.58724,2,3-4,,,
127.58724,3,3-4,,,
127.6539,4,3-4,,,
127.6539,5,3-4,,,
127.72055999999999,6,4-1,,,
127.72055999999999,7,1-2,,,
127.78721999999999,8,2-3,,,
127.78721999999999,9,3-4,,,
128.22051,1,,,,D40
128.22051,2,,,,D40
128.22051,3,,,,D40
128.22051,4,,,,D40
128.22051,5,,,,D40
128.22051,6,,,,D40
128.22051,7,,,,D40
128.22051,8,,,,D40
128.22051,9,,,,D40
128.52048,3,w4,,,
128.52048,2,w4,,,
128.58714,5,w4,,,
128.58714,4,w4,,,
128.58714,1,w1,,,
128.6538,7,w2,,,
128.6538,6,w1,,,
128.72046,9,w4,,,
128.72046,8,w3,,,
