0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_special_01,stay,,
0.03333,MOT_mc_special_02,stay,,
0.03333,MOT_mc_light_center_00,off,,
0.03333,MOT_control_all,stay,,
82.12512,3,w2,,,
82.12512,2,w3,,,
82.45841999999999,1,2-3,r1,,
82.45841999999999,4,1-2,r1,,
82.45841999999999,5,2-3,r1,,
82.89171,1,j3-4,,,
82.95837,MOT_mc_stage_color_00,b-flash,,
83.22501,4,2-3,,,
83.22501,5,3-4,,,
83.55830999999999,1,4-1,rb0,,
83.55830999999999,2,3-4,,,
83.55830999999999,3,2-3,,,
83.55830999999999,4,3-4,rb0,,
83.55830999999999,5,4-1,rb0,,
83.6583,MOT_mc_stage_color_00,b-flash,,
84.05825999999999,5,1-2,,,
84.25824,4,4-1,,,
84.49154999999999,3,w3,,,
84.49154999999999,2,w4,,,
84.49154999999999,1,j1-2,,,
84.85817999999999,1,2-3,,,
84.85817999999999,4,1-2,,,
84.85817999999999,5,2-3,,,
84.92484,MOT_mc_stage_color_00,b-flash,,
85.29146999999999,1,3-4,l1,,
85.29146999999999,4,2-3,l1,,
85.29146999999999,5,3-4,l1,,
85.62477,1,4-1,lb0,,
85.62477,4,3-4,lb0,,
85.62477,5,4-1,lb0,,
86.12472,1,1-2,,,
86.12472,4,4-1,,,
86.12472,5,1-2,,,
86.42469,1,lp2,,,
86.42469,4,lp1,,,
86.42469,5,lp2,,,
86.72466,1,j2-3,,,
86.72466,2,4-1,,,
86.72466,3,3-4,,,
86.72466,4,j1-2,,,
86.72466,5,j2-3,,,
86.79132,MOT_mc_stage_color_00,b-flash,,
87.12462,1,3-4,,,
87.12462,4,2-3,,,
87.12462,5,3-4,,,
87.15795,MOT_mc_stage_color_00,y-flash,,
87.45792,1,j4-1,,,
87.45792,2,1-2,,,
87.45792,3,4-1,,,
87.45792,4,j3-4,,,
87.45792,5,j4-1,,,
87.55790999999999,MOT_mc_stage_color_00,b-flash,,
88.02453,MOT_control_all,zoom34,,
88.02453,1,,,,D20
88.02453,2,,,,L0
88.02453,3,,,,L0
88.02453,4,,,,D20
88.02453,5,,,,D20
88.02453,1,sort,-300,
88.02453,4,sort,-300,
88.02453,5,sort,-300,
88.02453,1,1-2,,b0,
88.02453,2,2-3,,f1,
88.02453,3,1-2,,f1,
88.02453,4,4-1,,b0,
88.02453,5,1-2,,b0,
88.15785,MOT_mc_stage_color_00,r-flash,,
88.45782,1,2-3,,,
88.45782,2,j3-4,,,
88.45782,3,j2-3,,,
88.45782,4,1-2,,,
88.45782,5,2-3,,,
88.72446,MOT_mc_stage_color_00,b-flash,,
88.95777,MOT_control_all,zoom35,,
88.95777,1,,,,L0
88.95777,2,,,,D20
88.95777,3,,,,D20
88.95777,4,,,,L0
88.95777,5,,,,L0
88.95777,2,sort,-300,
88.95777,3,sort,-300,
88.95777,1,3-4,,f1,
88.95777,2,4-1,,b0,
88.95777,3,3-4,,b0,
88.95777,4,2-3,,f1,
88.95777,5,3-4,,f1,
89.52438,1,j4-1,,,
89.82435,4,3-4,,,
89.82435,5,4-1,,,
89.89101,3,w4,,,
89.89101,2,w1,,,
90.19098,1,1-2,,,
90.19098,4,4-1,l1,,
90.19098,5,1-2,r1,,
90.6576,1,j2-3,,,
90.72426,MOT_mc_stage_color_00,b-flash,,
90.95756999999999,4,1-2,lb0,,
90.95756999999999,5,2-3,rb0,,
91.09089,MOT_mc_stage_color_00,y-flash,,
91.32419999999999,1,3-4,,,
91.32419999999999,2,1-2,,,
91.32419999999999,3,4-1,,,
91.32419999999999,4,2-3,,,
91.32419999999999,5,3-4,,,
91.45752,MOT_mc_stage_color_00,b-flash,,
91.79082,MOT_control_all,zoom36,,
91.79082,1,,,,D20
91.79082,2,,,,L0
91.79082,4,,,,D20
91.79082,5,,,,D20
91.79082,1,sort,-300,
91.79082,3,sort,-300,
91.79082,4,sort,-300,
91.79082,5,sort,-300,
91.79082,1,4-1,,b0,
91.79082,2,2-3,,f1,
91.79082,3,1-2,,,
91.79082,4,3-4,,b0,
91.79082,5,4-1,,b0,
92.3241,2,j3-4,,,
92.42408999999999,MOT_mc_stage_color_00,b-flash,,
92.72406,5,w1,,,
92.72406,4,w4,,,
92.72406,3,w2,,,
92.72406,1,w1,,,
92.82405,MOT_control_all,zoom37,,
92.82405,2,,,,D20
92.82405,3,,,,L0
92.82405,1,sort,-300,
92.82405,2,sort,-300,
92.82405,4,sort,-300,
92.82405,5,sort,-300,
92.82405,2,4-1,,b0,
92.82405,3,2-3,,f1,
93.324,3,j3-4,,,
93.45732,MOT_mc_stage_color_00,r-flash,,
93.75729,2,w1,,,
93.82395,MOT_control_all,zoom38,,
93.82395,2,,,,L0
93.82395,3,,,,D20
93.82395,1,sort,-300,
93.82395,3,sort,-300,
93.82395,4,sort,-300,
93.82395,5,sort,-300,
93.82395,1,1-2,,,
93.82395,2,1-2,,f1,
93.82395,3,4-1,,b0,
93.82395,4,4-1,,,
93.82395,5,1-2,,,
94.29057,2,j2-3,,,
94.45721999999999,MOT_mc_stage_color_00,b-flash,,
94.72386,MOT_control_all,zoom39,,
94.72386,2,,,,D20
94.72386,3,,,,L0
94.72386,1,sort,-300,
94.72386,2,sort,-300,
94.72386,4,sort,-300,
94.72386,5,sort,-300,
94.72386,2,3-4,,b0,
94.72386,3,1-2,,f1,
94.75719,5,w2,,,
94.75719,4,w1,,,
94.75719,1,w2,,,
95.15715,3,hj2,,,
95.42379,MOT_mc_stage_color_00,r-flash,,
95.6571,2,w4,,,
95.6571,MOT_control_all,zoom40,,
95.6571,3,,,,D20
95.6571,5,,,,L0
95.6571,1,sort,-300,
95.6571,2,sort,-300,
95.6571,3,sort,-300,
95.6571,4,sort,-300,
95.6571,1,2-3,,,
95.6571,2,4-1,,,
95.6571,3,2-3,,b0,
95.6571,4,1-2,,,
95.6571,5,2-3,,f1,
96.42369,5,3-4,,,
96.52368,MOT_mc_stage_color_00,b-flash,,
96.59034,4,w2,,,
96.59034,3,w3,,,
96.59034,2,w1,,,
96.59034,1,w3,,,
96.75699,5,j4-1,,,
97.39026,5,1-2,l1,,
97.49024999999999,MOT_mc_stage_color_00,b-flash,,
97.72355999999999,5,lp2,,,
98.3235,1,3-4,,,
98.3235,2,1-2,,,
98.3235,3,3-4,,,
98.3235,4,2-3,,,
98.3235,5,j2-3,,,
98.42349,MOT_mc_stage_color_00,r-flash,,
98.72345999999999,5,3-4,lb0,,
99.25674,4,w3,,,
99.25674,3,w4,,,
99.25674,2,w2,,,
99.25674,1,w4,,,
99.29007,5,4-1,,,
99.35673,MOT_mc_stage_color_00,b-flash,,
99.6567,MOT_control_all,zoom41,,
99.6567,2,,,,L0
99.6567,3,,,,L0
99.6567,5,,,,D20
99.6567,1,sort,-300,
99.6567,4,sort,-300,
99.6567,5,sort,-300,
99.6567,1,4-1,,,
99.6567,2,2-3,,f1,
99.6567,3,4-1,,f1,
99.6567,4,3-4,,,
99.6567,5,1-2,,b0,
100.05666,2,j3-4,,,
100.05666,3,j1-2,,,
100.22331,MOT_mc_stage_color_00,b-flash,,
100.52328,MOT_control_all,zoom42,,
100.52328,1,,,,L0
100.52328,2,,,,D20
100.52328,3,,,,D20
100.52328,4,,,,L0
100.52328,5,,,,L0
100.52328,2,sort,-300,
100.52328,3,sort,-300,
100.52328,1,1-2,,f1,
100.52328,2,4-1,,b0,
100.52328,3,2-3,,b0,
100.52328,4,4-1,,f1,
100.52328,5,2-3,,f1,
100.92323999999999,1,j2-3,,,
100.92323999999999,4,j1-2,,,
100.92323999999999,5,j3-4,,,
101.12321999999999,MOT_mc_stage_color_00,r-flash,,
101.42318999999999,MOT_control_all,zoom43,,
101.42318999999999,1,,,,D20
101.42318999999999,2,,,,L0
101.42318999999999,3,,,,L0
101.42318999999999,4,,,,D20
101.42318999999999,5,,,,D20
101.42318999999999,1,sort,-300,
101.42318999999999,4,sort,-300,
101.42318999999999,5,sort,-300,
101.42318999999999,1,3-4,,b0,
101.42318999999999,2,1-2,,f1,
101.42318999999999,3,3-4,,f1,
101.42318999999999,4,2-3,,b0,
101.42318999999999,5,4-1,,b0,
101.92313999999999,2,j2-3,,,
101.92313999999999,3,j4-1,,,
102.15644999999999,MOT_mc_stage_color_00,b-flash,,
102.35642999999999,5,w1,,,
102.35642999999999,4,w3,,,
102.35642999999999,1,w4,,,
102.42309,MOT_control_all,zoom44,,
102.42309,1,,,,L0
102.42309,2,,,,D20
102.42309,3,,,,D20
102.42309,4,,,,L0
102.42309,5,,,,L0
102.42309,2,sort,-300,
102.42309,3,sort,-300,
102.42309,1,4-1,,f1,
102.42309,2,3-4,,b0,
102.42309,3,1-2,,b0,
102.42309,4,3-4,,f1,
102.42309,5,1-2,,f1,
102.92304,1,j1-2,,,
102.92304,4,j4-1,,,
102.92304,5,j2-3,,,
103.15634999999999,MOT_mc_stage_color_00,r-flash,,
103.35633,3,w2,,,
103.35633,2,w4,,,
103.45631999999999,MOT_control_all,zoom45,,
103.45631999999999,1,,,,D20
103.45631999999999,4,,,,D20
103.45631999999999,5,,,,D20
103.45631999999999,1,2-3,,b0,
103.45631999999999,4,1-2,,b0,
103.45631999999999,5,3-4,,b0,
103.78962,2,4-1,,,
103.78962,3,2-3,,,
104.08959,1,3-4,,,
104.08959,2,1-2,,,
104.08959,3,3-4,,,
104.08959,4,2-3,,,
104.08959,5,4-1,,,
104.22291,MOT_mc_stage_color_00,b-flash,,
104.42289,1,lp4,,,
104.42289,2,lp2,,,
104.42289,3,lp4,,,
104.42289,4,lp3,,,
104.42289,5,lp1,,,
104.85618,5,j1-2,,,
105.18947999999999,MOT_mc_stage_color_00,y-flash,,
105.18947999999999,3,j4-1,,,
105.52278,1,j4-1,,,
105.85607999999999,2,j2-3,,,
105.92273999999999,5,w2,,,
106.15605,4,j3-4,,,
106.25604,3,w1,,,
106.25604,MOT_mc_stage_color_00,r-flash,,
106.58933999999999,1,w1,,,
106.58933999999999,MOT_control_all,zoom46,,
106.58933999999999,1,1-2,,,
106.58933999999999,2,3-4,,,
106.58933999999999,3,1-2,,,
106.58933999999999,4,4-1,,,
106.58933999999999,5,2-3,,,
106.65599999999999,MOT_mc_stage_color_00,b-flash,,
107.02262999999999,1,2-3,,,
107.02262999999999,4,1-2,,,
107.02262999999999,5,3-4,,,
107.15594999999999,MOT_mc_stage_color_00,b-flash,,
107.35593,2,4-1,,,
107.35593,3,2-3,,,
107.48925,MOT_mc_stage_color_00,y-flash,,
107.68923,1,j3-4,,,
107.68923,2,j1-2,,,
107.68923,3,j3-4,,,
107.82254999999999,MOT_mc_stage_color_00,r-flash,,
107.95586999999999,5,w4,,,
107.95586999999999,4,w2,,,
108.08919,1,4-1,,,
108.08919,2,2-3,,,
108.08919,3,4-1,,,
108.08919,4,2-3,,,
108.08919,5,4-1,,,
108.12252,MOT_control_all,zoom47,,
108.18918,MOT_mc_stage_color_00,b-flash,,
108.42249,1,lp1,,,
108.42249,2,lp3,,,
108.42249,3,lp1,,,
108.42249,4,lp3,,,
108.42249,5,lp1,,,
109.38906,1,sp1-2,,,
109.38906,2,sp3-4,,,
109.38906,3,sp1-2,,,
109.38906,4,sp3-4,,,
109.38906,5,sp1-2,,,
109.98899999999999,1,j2-3,,,
109.98899999999999,2,j4-1,,,
109.98899999999999,3,j2-3,,,
110.05565999999999,MOT_mc_stage_color_00,b-flash,,
110.22231,4,j4-1,,,
110.22231,5,j2-3,,,
110.42228999999999,MOT_mc_stage_color_00,r-flash,,
110.65559999999999,1,j3-4,,,
110.65559999999999,2,j1-2,,,
110.65559999999999,3,j3-4,,,
110.65559999999999,4,j1-2,,,
110.65559999999999,5,j3-4,,,
110.78891999999999,MOT_mc_stage_color_00,y-flash,,
111.72215999999999,5,w4,,,
111.72215999999999,4,w2,,,
111.72215999999999,3,w4,,,
111.72215999999999,2,w2,,,
111.72215999999999,1,w4,,,
111.85548,1,4-1,,,
111.85548,2,2-3,,,
111.85548,3,4-1,,,
111.85548,4,2-3,,,
111.85548,5,4-1,,,
111.9888,MOT_mc_stage_color_00,b-flash,,
112.18878,1,lp1,,,
112.18878,2,lp3,,,
112.18878,3,lp1,,,
112.18878,4,lp3,,,
112.18878,5,lp1,,,
112.92204,1,j1-2,,,
112.92204,4,j3-4,,,
112.92204,5,j1-2,,,
113.28867,1,2-3,,,
113.28867,2,j3-4,,,
113.28867,3,j1-2,,,
113.28867,4,4-1,,,
113.28867,5,2-3,,,
113.82195,1,3-4,l1,,
113.82195,2,4-1,l1,,
113.82195,3,2-3,l1,,
113.82195,4,1-2,l1,,
113.82195,5,3-4,l1,,
113.98859999999999,MOT_mc_stage_color_00,r-flash,,
114.68853,1,4-1,lb0,,
114.68853,2,1-2,lb0,,
114.68853,3,3-4,lb0,,
114.68853,4,2-3,lb0,,
114.68853,5,4-1,lb0,,
114.82185,MOT_mc_stage_color_00,b-flash,,
115.3218,3,4-1,,,
115.3218,5,1-2,,,
115.48845,1,1-2,,,
115.62177,4,w3,,,
115.62177,2,w2,,,
115.65509999999999,2,2-3,,,
115.65509999999999,4,3-4,,,
115.78841999999999,1,j2-3,,,
115.95506999999999,MOT_mc_stage_color_00,b-flash,,
116.12172,1,3-4,,,
116.12172,2,3-4,,,
116.12172,3,1-2,,,
116.12172,4,4-1,,,
116.12172,5,2-3,,,
116.655,1,j4-1,,,
116.655,2,j4-1,,,
116.655,3,j2-3,,,
116.655,4,j1-2,,,
116.655,5,j3-4,,,
116.82164999999999,MOT_mc_stage_color_00,y-flash,,
117.12162,4,2-3,,,
117.25493999999999,1,1-2,,,
117.25493999999999,2,1-2,,,
117.25493999999999,3,3-4,,,
117.38825999999999,5,4-1,,,
117.72156,1,j2-3,,,
117.72156,4,j3-4,,,
117.72156,5,j1-2,,,
117.78822,MOT_mc_stage_color_00,b-flash,,
118.02153,2,j2-3,,,
118.02153,3,j4-1,,,
118.15485,MOT_mc_stage_color_00,r-flash,,
118.42148999999999,1,j3-4,,,
118.42148999999999,2,j3-4,,,
118.42148999999999,3,j1-2,,,
118.42148999999999,4,j4-1,,,
118.42148999999999,5,j2-3,,,
118.52148,MOT_mc_stage_color_00,y-flash,,
118.92143999999999,1,sp4-1,,,
118.92143999999999,2,sp4-1,,,
118.92143999999999,3,sp2-3,,,
118.92143999999999,4,sp1-2,,,
118.92143999999999,5,sp3-4,,,
119.58803999999999,1,j1-2,,,
119.58803999999999,2,j1-2,,,
119.58803999999999,3,j3-4,,,
119.58803999999999,4,j2-3,,,
119.58803999999999,5,j4-1,,,
119.72135999999999,MOT_mc_stage_color_00,b-flash,,
120.02132999999999,1,2-3,r1,,
120.02132999999999,2,2-3,r1,,
120.02132999999999,3,4-1,r1,,
120.02132999999999,4,3-4,r1,,
120.02132999999999,5,1-2,r1,,
120.45461999999999,1,3-4,rb0,,
120.45461999999999,2,3-4,rb0,,
120.45461999999999,3,1-2,rb0,,
120.45461999999999,4,4-1,rb0,,
120.45461999999999,5,2-3,rb0,,
121.22121,1,j4-1,,,
121.22121,2,j4-1,,,
121.22121,3,j2-3,,,
121.22121,4,j1-2,,,
121.22121,5,j3-4,,,
121.62116999999999,1,1-2,,,
121.62116999999999,2,1-2,,,
121.62116999999999,3,3-4,,,
121.62116999999999,4,2-3,,,
121.62116999999999,5,4-1,,,
121.75448999999999,MOT_mc_stage_color_00,r-flash,,
122.02113,1,2-3,l1,,
122.02113,2,2-3,l1,,
122.02113,3,4-1,l1,,
122.02113,4,3-4,l1,,
122.02113,5,1-2,l1,,
122.45442,1,3-4,lb0,,
122.45442,2,3-4,lb0,,
122.45442,3,1-2,lb0,,
122.45442,4,4-1,lb0,,
122.45442,5,2-3,lb0,,
123.12102,2,4-1,,,
123.12102,4,1-2,,,
123.22100999999999,MOT_mc_stage_color_00,b-flash,,
123.22100999999999,1,4-1,,,
123.321,3,2-3,,,
123.321,5,3-4,,,
123.58764,1,j1-2,,,
123.58764,2,j1-2,,,
123.58764,3,j3-4,,,
123.58764,4,j2-3,,,
123.58764,5,j4-1,,,
123.65429999999999,MOT_mc_stage_color_00,y-flash,,
123.9876,1,j2-3,,,
124.15424999999999,MOT_mc_stage_color_00,b-flash,,
124.38756,1,3-4,,,
124.38756,2,j2-3,,,
124.38756,3,j4-1,,,
124.65419999999999,5,w1,,,
124.65419999999999,4,w3,,,
124.82085,1,4-1,,,
124.82085,2,3-4,,,
124.82085,3,1-2,,,
124.82085,4,j3-4,,,
124.82085,5,j1-2,,,
125.42079,1,j1-2,,,
125.42079,2,j4-1,,,
125.42079,3,j2-3,,,
125.42079,4,j4-1,,,
125.42079,5,j2-3,,,
125.48745,MOT_mc_stage_color_00,r-flash,,
125.92074,4,j1-2,,,
125.92074,5,j3-4,,,
125.9874,MOT_mc_stage_color_00,b-flash,,
126.32069999999999,2,j1-2,,,
126.32069999999999,3,j3-4,,,
126.32069999999999,4,2-3,,,
126.32069999999999,5,4-1,,,
126.42069,MOT_mc_stage_color_00,r-flash,,
126.48734999999999,1,w2,,,
126.75398999999999,1,j2-3,,,
126.75398999999999,2,2-3,,,
126.75398999999999,3,4-1,,,
126.75398999999999,4,3-4,,,
126.75398999999999,5,1-2,,,
126.88731,MOT_mc_stage_color_00,b-flash,,
127.3206,1,3-4,,,
127.3206,2,3-4,,,
127.3206,3,1-2,,,
127.3206,4,4-1,,,
127.3206,5,2-3,,,
127.45392,MOT_mc_stage_color_00,b-flash,,
127.6539,1,lp4,,,
127.6539,2,lp4,,,
127.6539,3,lp2,,,
127.6539,4,lp1,,,
127.6539,5,lp3,,,
128.12052,1,j4-1,,,
128.12052,2,j4-1,,,
128.12052,3,j2-3,,,
128.12052,4,j1-2,,,
128.12052,5,j3-4,,,
128.32049999999998,MOT_mc_stage_color_00,y-flash,,
128.58714,1,1-2,,,
128.58714,2,1-2,,,
128.58714,3,3-4,,,
128.58714,4,2-3,,,
128.58714,5,4-1,,,
129.3204,MOT_control_all,zoom48,,
129.3204,1,2-3,,,
129.3204,2,j2-3,,,
129.3204,4,j3-4,,,
129.38706,MOT_mc_stage_color_00,r-flash,,
129.38706,3,j4-1,,,
129.38706,5,j1-2,,,
130.05366,1,3-4,,,
130.05366,3,j1-2,,,
130.05366,5,j2-3,,,
130.12032,MOT_mc_stage_color_00,y-flash,,
130.12032,2,j3-4,,,
130.12032,4,j4-1,,,
130.82025,1,j4-1,,,
130.82025,2,j4-1,,,
130.82025,3,j2-3,,,
130.82025,4,j1-2,,,
130.82025,5,j3-4,,,
130.92024,MOT_mc_stage_color_00,b-flash,,
131.22020999999998,1,1-2,,,
131.22020999999998,2,1-2,,,
131.22020999999998,3,3-4,,,
131.22020999999998,4,2-3,,,
131.22020999999998,5,4-1,,,
131.35353,MOT_control_all,zoom49,,
131.38685999999998,MOT_mc_stage_color_00,b-flash,,
131.55351,1,lp2,,,
131.55351,2,lp2,,,
131.55351,3,lp4,,,
131.55351,4,lp3,,,
131.55351,5,lp1,,,
132.28677,2,sp2-3,,,
132.28677,4,sp3-4,,,
132.48675,MOT_mc_stage_color_00,y-flash,,
132.48675,1,sp2-3,,,
132.68672999999998,3,sp4-1,,,
132.68672999999998,5,sp1-2,,,
133.15335,1,j3-4,,,
133.15335,2,j3-4,,,
133.15335,3,j1-2,,,
133.25333999999998,MOT_mc_stage_color_00,b-flash,,
133.38666,4,j4-1,,,
133.38666,5,j2-3,,,
133.61997,MOT_mc_stage_color_00,y-flash,,
133.81995,1,j4-1,,,
133.81995,2,j4-1,,,
133.81995,3,j2-3,,,
133.81995,4,j1-2,,,
133.81995,5,j3-4,,,
133.85327999999998,MOT_control_all,zoom50,,
133.98659999999998,MOT_mc_stage_color_00,r-flash,,
134.88651,5,w4,,,
134.88651,4,w2,,,
134.88651,3,w3,,,
134.88651,2,w1,,,
134.88651,1,w1,,,
