0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_light_up_00,off,,
0.03333,MOT_mc_light_center_00,off,,
118.68813,MOT_mc_stage_color_00,b-flash,,
118.78811999999999,1,lp4,,,
118.78811999999999,2,lp1,,,
118.78811999999999,3,lp4,,,
119.22140999999999,3,sp4-1,,,
119.3214,1,sp4-1,,,
119.42138999999999,MOT_mc_stage_color_00,b-flash,,
119.42138999999999,2,sp1-2,,,
120.08798999999999,3,j1-2,,,
120.18798,MOT_mc_stage_color_00,b-flash,,
120.18798,2,j2-3,,,
120.28797,1,j1-2,,,
120.58793999999999,MOT_control_all,zoom25,,
120.62127,MOT_mc_bg_black_00,b45-20,,
120.62127,3,,,,L0
120.62127,3,2-3,,f1,
120.62127,1,sort,-300,
120.62127,2,sort,-300,
120.65459999999999,MOT_mc_stage_color_00,b-flash,,
120.65459999999999,MOT_mc_light_up_00,stop,,
120.65459999999999,MOT_mc_light_center_00,stop,,
120.92124,3,3-4,,,
121.25453999999999,2,w3,,,
121.25453999999999,3,4-1,,,
121.35453,1,w2,,,
121.62116999999999,3,1-2,,b0,
121.6545,MOT_control_all,zoom26,,
121.68782999999999,MOT_mc_stage_color_00,b-flash,,
121.68782999999999,MOT_mc_bg_black_00,b80,,
121.68782999999999,MOT_mc_light_up_00,off,,
121.68782999999999,MOT_mc_light_center_00,random,,
121.68782999999999,3,,,,D40
121.92114,1,j2-3,,,
122.02113,2,j3-4,,,
122.02113,3,j2-3,,,
122.38776,MOT_mc_stage_color_00,b-flash,,
122.38776,1,sp3-4,,,
122.38776,2,sp4-1,,,
122.38776,3,sp3-4,,,
122.95437,1,j4-1,,,
122.95437,2,j1-2,,,
122.95437,3,j4-1,,,
122.98769999999999,MOT_mc_stage_color_00,b-flash,,
123.48764999999999,2,j2-3,,,
123.48764999999999,3,j1-2,,,
123.58764,MOT_mc_stage_color_00,b-flash,,
123.58764,1,j1-2,,,
124.08758999999999,MOT_control_all,zoom27,,
124.12092,MOT_mc_stage_color_00,b-flash,,
124.12092,MOT_mc_bg_black_00,b45-20,,
124.12092,MOT_mc_light_up_00,stop,,
124.12092,MOT_mc_light_center_00,stop,,
124.12092,1,,,,L0
124.12092,1,2-3,,f1,
124.12092,2,sort,-300,
124.12092,3,sort,-300,
124.38756,1,lp3,,,
124.55421,3,w2,,,
124.55421,2,w3,,,
125.15415,MOT_mc_stage_color_00,b-flash,,
125.15415,MOT_control_all,zoom28,,
125.15415,2,sp3-4,,,
125.15415,3,sp2-3,,,
126.32069999999999,2,j4-1,,,
126.38736,MOT_mc_stage_color_00,b-flash,,
126.48734999999999,3,j3-4,,,
126.98729999999999,2,lp1,,,
126.98729999999999,3,lp4,,,
127.62057,1,,,,D20
127.62057,2,,,,L20
127.62057,3,,,,L20
127.62057,1,3-4,,b0,
127.68723,MOT_mc_stage_color_00,r-flash,,
127.82055,2,1-2,,,
127.82055,3,4-1,,,
127.92053999999999,MOT_mc_stage_color_00,y-flash,,
128.08719,1,j4-1,,,
128.08719,2,j2-3,,,
128.08719,3,j1-2,,,
128.18717999999998,MOT_mc_stage_color_00,b-flash,,
129.15375,3,w2,,,
129.15375,2,w3,,,
129.15375,1,w1,,,
