0.03333,MOT_control_all,zoom1,,
103.05636,2,3-4,,
103.12302,1,3-4,,
103.18968,3,3-4,,
103.22301,5,3-4,,
103.25634,8,3-4,,
103.28967,9,3-4,,
103.52297999999999,1,lp4,,
103.52297999999999,2,lp4,,
103.52297999999999,3,lp4,,
103.52297999999999,4,lp4,,
103.52297999999999,5,lp4,,
103.52297999999999,6,lp4,,
103.52297999999999,7,lp4,,
103.52297999999999,8,lp4,,
103.52297999999999,9,lp4,,
104.45622,4,j4-1,,
104.45622,8,j4-1,,
104.62286999999999,4,,,
104.62286999999999,8,,,
104.62286999999999,2,j4-1,,
104.62286999999999,6,j4-1,,
104.62286999999999,1,,,
104.62286999999999,7,,,
104.62286999999999,9,,,
104.62286999999999,3,,,
104.62286999999999,5,,,
104.78952,4,,,
104.78952,8,,,
104.78952,2,,,
104.78952,6,,,
104.78952,1,j4-1,,
104.78952,7,j4-1,,
104.78952,9,,,
104.78952,3,,,
104.78952,5,,,
104.92284,4,,,
104.92284,8,,,
104.92284,2,,,
104.92284,6,,,
104.92284,1,,,
104.92284,7,,,
104.92284,9,j4-1,,
104.92284,3,j4-1,,
104.92284,5,,,
105.05615999999999,4,,,
105.05615999999999,8,,,
105.05615999999999,2,,,
105.05615999999999,6,,,
105.05615999999999,1,,,
105.05615999999999,7,,,
105.05615999999999,9,,,
105.05615999999999,3,,,
105.05615999999999,5,j4-1,,
105.42278999999999,1,lp1,,
105.42278999999999,2,lp1,,
105.42278999999999,3,lp1,,
105.42278999999999,4,lp1,,
105.42278999999999,5,lp1,,
105.42278999999999,6,lp1,,
105.42278999999999,7,lp1,,
105.42278999999999,8,lp1,,
105.42278999999999,9,lp1,,
107.38926,1,j1-4,,
107.38926,2,j1-4,,
107.38926,3,j1-4,,
107.38926,4,j1-4,,
107.38926,5,j1-4,,
107.38926,6,j1-4,,
107.38926,7,j1-4,,
107.38926,8,j1-4,,
107.38926,9,j1-4,,
107.78922,1,lp4,,
107.78922,2,lp4,,
107.78922,3,lp4,,
107.78922,4,lp4,,
107.78922,5,lp4,,
107.78922,6,lp4,,
107.78922,7,lp4,,
107.78922,8,lp4,,
107.78922,9,lp4,,
108.35583,1,4-1,l1,
108.35583,2,4-1,l1,
108.35583,3,4-1,l1,
108.35583,4,4-1,l1,
108.35583,5,4-1,l1,
108.35583,6,4-1,l1,
108.35583,7,4-1,l1,
108.35583,8,4-1,l1,
108.35583,9,4-1,l1,
109.12241999999999,1,1-2,lb0,
109.12241999999999,2,1-2,lb0,
109.12241999999999,3,1-2,lb0,
109.12241999999999,4,1-2,lb0,
109.12241999999999,5,1-2,lb0,
109.12241999999999,6,1-2,lb0,
109.12241999999999,7,1-2,lb0,
109.12241999999999,8,1-2,lb0,
109.12241999999999,9,1-2,lb0,
109.55570999999999,1,2-3,r1,
109.55570999999999,2,2-3,r1,
109.55570999999999,3,2-3,r1,
109.55570999999999,4,2-3,r1,
109.55570999999999,5,2-3,r1,
109.55570999999999,6,2-3,r1,
109.55570999999999,7,2-3,r1,
109.55570999999999,8,2-3,r1,
109.55570999999999,9,2-3,r1,
109.88901,1,3-4,rb0,
109.88901,2,3-4,rb0,
109.88901,3,3-4,rb0,
109.88901,4,3-4,rb0,
109.88901,5,3-4,rb0,
109.88901,6,3-4,rb0,
109.88901,7,3-4,rb0,
109.88901,8,3-4,rb0,
109.88901,9,3-4,rb0,
110.45562,1,4-3,,
110.45562,2,4-3,,
110.45562,3,4-3,,
110.45562,4,4-3,,
110.45562,5,4-3,,
110.45562,6,4-3,,
110.45562,7,4-3,,
110.45562,8,4-3,,
110.45562,9,4-3,,
110.88891,1,lp3,,
110.88891,2,lp3,,
110.88891,3,lp3,,
110.88891,4,lp3,,
110.88891,5,lp3,,
110.88891,6,lp3,,
110.88891,7,lp3,,
110.88891,8,lp3,,
110.88891,9,lp3,,
113.45532,1,3-4,,
113.45532,2,3-4,,
113.45532,3,3-4,,
113.45532,4,3-4,,
113.45532,5,3-4,,
113.45532,6,3-4,,
113.45532,7,3-4,,
113.45532,8,3-4,,
113.45532,9,3-4,,
113.82195,1,lp4,,
113.82195,2,lp4,,
113.82195,3,lp4,,
113.82195,4,lp4,,
113.82195,5,lp4,,
113.82195,6,lp4,,
113.82195,7,lp4,,
113.82195,8,lp4,,
113.82195,9,lp4,,
114.22191,1,j4-2,,
114.22191,2,j4-2,,
114.22191,3,j4-2,,
114.22191,4,j4-2,,
114.22191,5,j4-2,,
114.22191,6,j4-2,,
114.22191,7,j4-2,,
114.22191,8,j4-2,,
114.22191,9,j4-2,,
114.82185,1,2-1,,
114.82185,2,2-1,,
114.82185,3,2-1,,
114.82185,4,2-1,,
114.82185,5,2-1,,
114.82185,6,2-1,,
114.82185,7,2-1,,
114.82185,8,2-1,,
114.82185,9,2-1,,
115.18848,1,lp1,,
115.18848,2,lp1,,
115.18848,3,lp1,,
115.18848,4,lp1,,
115.18848,5,lp1,,
115.18848,6,lp1,,
115.18848,7,lp1,,
115.18848,8,lp1,,
115.18848,9,lp1,,
115.52177999999999,4,1-2,,
115.52177999999999,5,1-2,,
115.52177999999999,7,1-2,,
115.52177999999999,9,1-2,,
115.78841999999999,2,1-2,,
115.78841999999999,3,1-2,,
115.78841999999999,6,1-2,,
115.78841999999999,8,1-2,,
116.05506,1,1-3,,
116.05506,4,2-3,,
116.05506,5,2-3,,
116.32169999999999,1,j3-4,,
116.32169999999999,2,j2-4,,
116.32169999999999,3,j2-4,,
116.32169999999999,4,j3-4,,
116.32169999999999,5,j3-4,,
116.32169999999999,6,j2-4,,
116.32169999999999,7,j2-4,,
116.32169999999999,8,j2-4,,
116.32169999999999,9,j2-4,,
116.68833,1,4-3,,
116.68833,2,4-3,,
116.68833,3,4-3,,
116.68833,4,4-3,,
116.68833,5,4-3,,
116.68833,6,4-3,,
116.68833,7,4-3,,
116.68833,8,4-3,,
116.68833,9,4-3,,
116.75498999999999,MOT_mc_light_under_00,in,,
117.02163,1,sp3-4,,
117.02163,2,sp3-4,,
117.02163,3,sp3-4,,
117.02163,4,sp3-4,,
117.02163,5,sp3-4,,
117.02163,6,sp3-4,,
117.02163,7,sp3-4,,
117.02163,8,sp3-4,,
117.02163,9,sp3-4,,
119.55471,1,4-1,,
119.55471,2,4-1,,
119.55471,3,4-1,,
119.55471,4,4-1,,
119.55471,5,4-1,,
119.55471,6,4-1,,
119.55471,7,4-1,,
119.55471,8,4-1,,
119.55471,9,4-1,,
119.88801,1,hj1,,
119.88801,2,hj1,,
119.88801,3,hj1,,
119.88801,4,hj1,,
119.88801,5,hj1,,
119.88801,6,hj1,,
119.88801,7,hj1,,
119.88801,8,hj1,,
119.88801,9,hj1,,
120.55461,1,w1,,
120.55461,2,w1,,
120.55461,3,w1,,
120.55461,4,w1,,
120.55461,5,w1,,
120.55461,6,w1,,
120.55461,7,w1,,
120.55461,8,w1,,
120.55461,9,w1,,
