0.03333,MOT_mc_bg_black_00,b65,,
97.85687999999999,2,2-3,,,
98.19018,1,j3-4,,,
98.19018,2,j3-4,,,
98.19018,3,j1-2,,,
98.19018,4,j1-2,,,
98.39016,MOT_mc_stage_color_00,r-flash,,
98.65679999999999,1,lp4,,,
98.65679999999999,2,lp4,,,
98.65679999999999,3,lp2,,,
98.65679999999999,4,lp2,,,
100.25663999999999,1,j4-1,,,
100.25663999999999,2,j4-1,,,
100.25663999999999,3,j2-3,,,
100.25663999999999,4,j2-3,,,
100.38996,MOT_mc_stage_color_00,b-flash,,
101.02323,1,1-2,,,
101.02323,2,1-2,,,
101.02323,3,3-4,,,
101.02323,4,3-4,,,
101.42318999999999,4,j4-1,,,
101.52318,MOT_mc_stage_color_00,r-flash,,
101.58984,1,j2-3,,,
101.58984,2,j2-3,,,
101.75649,3,j4-1,,,
102.12312,MOT_mc_stage_color_00,b-flash,,
102.12312,1,3-4,,,
102.12312,2,3-4,,,
102.12312,3,1-2,,,
102.12312,4,1-2,,,
102.52308,1,j4-1,,,
102.52308,2,j4-1,,,
102.92304,MOT_mc_stage_color_00,b-flash,,
102.92304,3,2-3,,,
103.05636,4,w2,,,
103.12302,4,2-3,,,
103.28967,1,j1-2,,,
103.28967,2,j1-2,,,
103.42299,MOT_mc_stage_color_00,r-flash,,
103.48965,3,j3-4,,,
103.48965,4,j3-4,,,
103.92294,1,2-3,r1,,
103.92294,2,2-3,r1,,
103.92294,3,4-1,r1,,
103.92294,4,4-1,r1,,
103.95626999999999,MOT_mc_stage_color_00,y-flash,,
104.55621,1,3-4,,,
104.55621,2,3-4,,,
104.55621,3,1-2,,,
104.55621,4,1-2,,,
104.58954,MOT_mc_stage_color_00,b-flash,,
104.95617,1,j4-1,,,
104.95617,3,j2-3,,,
105.05615999999999,MOT_mc_stage_color_00,y-flash,,
105.18947999999999,2,j4-1,,,
105.18947999999999,4,j2-3,,,
105.55610999999999,1,1-2,rb0,,
105.55610999999999,2,1-2,rb0,,
105.55610999999999,3,3-4,rb0,,
105.55610999999999,4,3-4,rb0,,
105.62276999999999,MOT_mc_stage_color_00,b-flash,,
105.98939999999999,1,2-3,,,
105.98939999999999,2,2-3,,,
105.98939999999999,3,4-1,,,
105.98939999999999,4,4-1,,,
106.28936999999999,1,j3-4,,,
106.28936999999999,2,j3-4,,,
106.28936999999999,3,j1-2,,,
106.28936999999999,4,j1-2,,,
106.38936,MOT_mc_stage_color_00,b-flash,,
106.88931,1,sp4-1,,,
106.88931,2,sp4-1,,,
106.88931,3,sp2-3,,,
106.88931,4,sp2-3,,,
106.95597,MOT_mc_stage_color_00,r-flash,,
107.3226,1,hj1,,,
107.3226,2,hj1,,,
107.3226,3,hj3,,,
107.3226,4,hj3,,,
107.38926,MOT_mc_stage_color_00,b-flash,,
108.05586,1,j1-2,,,
108.05586,2,j1-2,,,
108.05586,3,j3-4,,,
108.05586,4,j3-4,,,
108.15585,MOT_mc_stage_color_00,b-flash,,
108.45581999999999,1,j2-3,,,
108.58914,MOT_mc_stage_color_00,y-flash,,
108.72246,2,j2-3,,,
109.08909,1,3-4,,,
109.08909,2,3-4,,,
109.08909,3,j4-1,,,
109.08909,4,j4-1,,,
109.22241,MOT_mc_stage_color_00,b-flash,,
109.58904,3,1-2,,,
109.58904,4,1-2,,,
109.92233999999999,1,4-1,l1,,
109.92233999999999,2,4-1,l1,,
109.92233999999999,3,2-3,l1,,
109.92233999999999,4,2-3,l1,,
109.98899999999999,MOT_mc_stage_color_00,b-flash,,
110.38896,1,,lb0,,
110.38896,2,,lb0,,
110.38896,3,,lb0,,
110.38896,4,,lb0,,
110.45562,MOT_mc_stage_color_00,r-flash,,
110.82225,1,j1-2,,,
110.82225,2,j1-2,,,
110.82225,3,j3-4,,,
110.82225,4,j3-4,,,
110.88891,MOT_mc_stage_color_00,y-flash,,
111.52217999999999,1,j2-3,,,
111.52217999999999,2,j2-3,,,
111.52217999999999,3,j4-1,,,
111.52217999999999,4,j4-1,,,
111.72215999999999,MOT_mc_stage_color_00,b-flash,,
111.95546999999999,3,1-2,,,
112.05546,1,3-4,,,
112.08878999999999,MOT_mc_stage_color_00,r-flash,,
112.15545,2,3-4,,,
112.25544,4,1-2,,,
112.68872999999999,1,j4-1,,,
112.82204999999999,MOT_mc_stage_color_00,b-flash,,
112.88870999999999,3,w2,,,
112.95537,2,j4-1,,,
113.05536,MOT_mc_stage_color_00,y-flash,,
113.18867999999999,4,w2,,,
113.22201,3,j2-3,,,
113.22201,4,j2-3,,,
113.32199999999999,MOT_mc_stage_color_00,b-flash,,
113.48864999999999,1,j1-2,,,
113.48864999999999,2,j1-2,,,
113.58864,MOT_mc_stage_color_00,r-flash,,
113.88861,1,j2-3,,,
113.88861,2,j2-3,,,
113.88861,3,j3-4,,,
113.88861,4,j3-4,,,
113.88861,1,,,,D20
113.88861,2,,,,D20
113.88861,3,,,,D20
113.88861,4,,,,D20
113.98859999999999,MOT_mc_stage_color_00,b-flash,,
113.98859999999999,MOT_mc_bg_black_00,b0-45,,
114.95517,4,w4,,,
114.95517,3,w4,,,
114.95517,2,w3,,,
114.95517,1,w3,,,
