0.03333,MOT_all,hack_cut01,,
0.03333,MOT_control_all,zoom_hack,,
0.03333,MOT_mc_special_03,r,,
0.03333,MOT_mc_bg_black_00,b80,,
103.62297,5,lp3,,,
103.62297,1,j2-3,,,
104.05626,4,3-4,r2,,
104.05626,5,3-4,l2,,
104.05626,2,3-4,r2,,
104.05626,3,3-4,l2,,
104.05626,1,lp3,,,
104.48955,2,lp4,,,
104.48955,3,lp4,,,
104.48955,4,lp4,,,
104.48955,5,lp4,,,
104.85618,1,3-4,,,
105.12281999999999,1,4-1,,,
105.42278999999999,2,4-1,rb1,,
105.42278999999999,3,4-1,lb1,,
105.42278999999999,4,4-1,rb1,,
105.42278999999999,5,4-1,lb1,,
105.42278999999999,1,sj1,,,
105.75609,1,lp1,,,
105.92273999999999,2,1-2,rb0,,
105.92273999999999,4,1-2,rb0,,
106.05606,1,1-2,r1,,
106.25604,3,1-2,lb0,,
106.25604,5,1-2,lb0,,
106.35602999999999,1,lp2,,,
106.75599,2,lp2,,,
106.75599,3,lp2,,,
106.75599,4,lp2,,,
106.75599,5,lp2,,,
106.85597999999999,1,2-3,rb0,,
107.15594999999999,3,hj2,,,
107.15594999999999,2,hj2,,,
107.15594999999999,1,lp3,,,
107.45591999999999,4,hj2,,,
107.45591999999999,5,hj2,,,
107.45591999999999,1,hj3,,,
108.02252999999999,2,lp2,,,
108.02252999999999,3,lp2,,,
108.02252999999999,4,lp2,,,
108.02252999999999,5,lp2,,,
108.28917,3,2-3,r1,,
108.28917,2,2-3,l1,,
108.28917,1,3-4,,,
108.48915,1,4-1,,,
108.68912999999999,4,2-3,l1,,
108.68912999999999,5,2-3,r1,,
108.68912999999999,1,sj1,,,
109.05575999999999,1,j1-2,,,
109.12241999999999,2,lp3,,,
109.12241999999999,3,lp3,,,
109.12241999999999,4,lp3,,,
109.12241999999999,5,lp3,,,
109.48904999999999,1,2-3,,,
109.75569,2,j3-4,,,
109.75569,3,j3-4,,,
109.92233999999999,4,j3-4,,,
109.92233999999999,5,j3-4,,,
109.92233999999999,1,j3-4,,,
110.45562,2,lp4,,,
110.45562,3,lp4,,,
110.45562,4,lp4,,,
110.45562,5,lp4,,,
110.45562,1,lp4,,,
111.05556,2,j4-1,,,
111.05556,3,j4-1,,,
111.05556,1,4-1,r1,,
111.42219,4,j4-1,,,
111.42219,5,j4-1,,,
111.42219,1,j1-2,,,
111.82215,4,1-2,lb0,,
111.82215,5,1-2,rb0,,
111.82215,2,1-2,lb0,,
111.82215,3,1-2,rb0,,
111.88880999999999,1,lp2,,,
112.25544,2,hj2,,,
112.25544,3,hj2,,,
112.25544,1,j2-3,,,
112.58874,4,hj2,,,
112.58874,5,hj2,,,
112.58874,1,3-4,,,
112.92204,1,4-1,rb0,,
113.32199999999999,2,lp2,,,
113.32199999999999,3,lp2,,,
113.32199999999999,4,lp2,,,
113.32199999999999,5,lp2,,,
113.32199999999999,1,hj1,,,
113.58864,2,sp2-3,,,
113.58864,3,sp2-3,,,
113.58864,4,sp2-3,,,
113.58864,5,sp2-3,,,
114.35522999999999,1,1-2,,b0,
114.35522999999999,2,3-4,,b-1,
114.35522999999999,3,3-4,,b-1,
114.35522999999999,4,3-4,,b-1,
114.35522999999999,5,3-4,,b-1,
114.68853,2,j4-1,,,
114.68853,3,j4-1,,,
114.68853,4,j4-1,,,
114.68853,5,j4-1,,,
114.68853,1,j2-3,,,
115.08849,2,sj1,,,
115.08849,3,sj1,,,
115.08849,4,sj1,,,
115.08849,5,sj1,,,
115.08849,1,sj3,,,
115.45512,2,1-2,,f0,
115.45512,3,1-2,,f0,
115.45512,4,1-2,,f0,
115.45512,5,1-2,,f0,
115.45512,1,3-4,,f1,
115.82175,MOT_mc_stage_color_00,b-flash,,
115.88841,MOT_mc_light_up_00,l1,,
115.88841,MOT_mc_light_center_00,l1_t,,
115.95506999999999,2,j2-3,,,
115.95506999999999,3,j2-3,,,
115.95506999999999,4,j2-3,,,
115.95506999999999,5,j2-3,,,
115.95506999999999,1,j4-1,,,
116.48835,2,lp3,,,
116.48835,3,lp3,,,
116.48835,4,lp3,,,
116.48835,5,lp3,,,
116.48835,1,lp1,,,
120.08798999999999,1,,,,D40
120.08798999999999,2,,,,D40
120.08798999999999,3,,,,D40
120.08798999999999,4,,,,D40
120.08798999999999,5,,,,D40
120.15464999999999,MOT_mc_stage_color_00,b-flash,,
120.22130999999999,MOT_mc_special_02,out_r,,
120.22130999999999,MOT_mc_speaker_00,clock_r-g,,
120.22130999999999,1,,,,D60
120.22130999999999,2,,,,D60
120.22130999999999,3,,,,D60
120.22130999999999,4,,,,D60
120.22130999999999,5,,,,D60
120.35463,1,,,,D80
120.35463,2,,,,D80
120.35463,3,,,,D80
120.35463,4,,,,D80
120.35463,5,,,,D80
121.48785,MOT_all,hack_cut03,,
122.68772999999999,MOT_mc_bg_black_00,b20-45,,
123.15435,MOT_mc_bg_black_00,b45-80,,
123.35432999999999,2,3-4,,,
123.35432999999999,3,3-4,,,
123.35432999999999,4,3-4,,,
123.35432999999999,5,3-4,,,
123.35432999999999,1,1-2,,,
123.48764999999999,1,,,,D100
123.48764999999999,2,,,,D100
123.48764999999999,3,,,,D100
123.48764999999999,4,,,,D100
123.48764999999999,5,,,,D100
124.28756999999999,5,w4,,,
124.28756999999999,4,w4,,,
124.28756999999999,3,w4,,,
124.28756999999999,2,w4,,,
124.28756999999999,1,w2,,,
