0.03333,MOT_control_all,zoom1,,
118.6548,1,sj1,,
118.6548,2,sj1,,
118.6548,3,sj1,,
118.6548,4,sj1,,
118.6548,5,sj1,,
119.02143,1,1-2,,
119.02143,2,1-2,,
119.02143,3,1-2,,
119.02143,4,1-2,,
119.02143,5,1-2,,
119.48805,1,sj2,,
119.48805,2,sj2,,
119.48805,3,sj2,,
119.48805,4,sj2,,
119.48805,5,sj2,,
119.85467999999999,1,2-1,,
119.85467999999999,2,2-1,,
119.85467999999999,3,2-1,,
119.85467999999999,4,2-1,,
119.85467999999999,5,2-1,,
120.3213,1,1-4,,
120.3213,2,1-4,,
120.3213,3,1-4,,
120.3213,4,1-4,,
120.3213,5,1-4,,
120.62127,1,4-2,,
120.62127,2,4-2,,
120.62127,3,4-2,,
120.62127,4,4-2,,
120.62127,5,4-2,,
120.92124,1,2-3,,
120.92124,2,2-3,,
120.92124,3,2-3,,
120.92124,4,2-3,,
120.92124,5,2-3,,
121.35453,1,j3-4,,
121.35453,2,j3-4,,
121.35453,3,j3-4,,
121.35453,4,j3-4,,
121.35453,5,j3-4,,
121.75448999999999,1,w4,,
121.75448999999999,2,w4,,
121.75448999999999,3,w4,,
121.75448999999999,4,w4,,
121.75448999999999,5,w4,,
121.75448999999999,3,sj4,,
122.05445999999999,4,sj4,,
122.35443,1,sj4,,
122.48774999999999,3,sj4,,
122.6544,2,sj4,,
122.78772,4,sj4,,
122.95437,5,sj4,,
123.08769,1,sj4,,
123.25434,3,sj4,,
123.38766,2,sj4,,
123.55431,4,sj4,,
123.68763,5,sj4,,
123.85427999999999,1,sj4,,
124.12092,2,sj4,,
124.38756,5,sj4,,
124.68753,1,4-1,,
124.68753,2,4-1,,
124.68753,3,4-1,,
124.68753,4,4-1,,
124.68753,5,4-1,,
125.35413,1,1-2,,
125.35413,2,1-2,,
125.35413,3,1-2,,
125.35413,4,1-2,,
125.35413,5,1-2,,
125.6541,1,lp2,,
125.6541,2,lp2,,
125.6541,3,lp2,,
125.6541,4,lp2,,
125.6541,5,lp2,,
126.654,1,2-4,,
126.654,2,2-4,,
126.654,3,2-4,,
126.654,4,2-4,,
126.654,5,2-4,,
126.98729999999999,1,hj4,,
126.98729999999999,2,hj4,,
126.98729999999999,3,hj4,,
126.98729999999999,4,hj4,,
126.98729999999999,5,hj4,,
127.68723,1,4-3,,
127.68723,2,4-3,,
127.68723,3,4-3,,
127.68723,4,4-3,,
127.68723,5,4-3,,
127.75389,MOT_mc_light_center_00,l1,,
127.9872,1,lp3,,
127.9872,2,lp3,,
127.9872,3,lp3,,
127.9872,4,lp3,,
127.9872,5,lp3,,
129.38706,1,3-2,,
129.38706,2,3-2,,
129.38706,3,3-2,,
129.38706,4,3-2,,
129.38706,5,3-2,,
129.6537,MOT_mc_bg_black_00,b20-65,,
129.6537,MOT_mc_light_under_00,l2,,
129.6537,1,sj2,,
129.6537,2,sj2,,
129.6537,3,sj2,,
129.6537,4,sj2,,
129.6537,5,sj2,,
130.08699,1,w2,,
130.08699,2,w2,,
130.08699,3,w2,,
130.08699,4,w2,,
130.08699,5,w2,,
