0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
123.08769,MOT_mc_stage_color_00,y-flash,,
123.48764999999999,1,3-4,,,
123.48764999999999,4,2-3,,,
123.48764999999999,5,2-3,,,
123.75429,2,w1,,,
123.85427999999999,1,j4-1,,,
123.85427999999999,4,j3-4,,,
123.85427999999999,5,j3-4,,,
124.22090999999999,1,lp1,,,
124.22090999999999,4,lp4,,,
124.22090999999999,5,lp4,,,
124.75419,1,j1-2,,,
124.75419,4,j4-1,,,
124.75419,5,j4-1,,,
125.12082,1,2-3,,,
125.12082,4,1-2,,,
125.12082,5,1-2,,,
125.45411999999999,1,j3-4,,,
125.45411999999999,4,j2-3,,,
125.45411999999999,5,j2-3,,,
125.82074999999999,1,lp4,,,
125.82074999999999,4,lp3,,,
125.92074,2,j1-2,,,
125.92074,3,j4-1,,,
125.92074,5,j3-4,,,
126.28737,2,2-3,,,
126.28737,3,1-2,,,
126.28737,5,4-1,,,
126.48734999999999,MOT_mc_stage_color_00,r-flash,,
126.52068,1,w4,,,
126.52068,4,w3,,,
126.654,1,4-1,,,
126.654,2,3-4,,,
126.654,3,2-3,,,
126.654,4,3-4,,,
126.654,5,1-2,,,
126.95397,1,1-2,,,
126.95397,2,4-1,,,
126.95397,3,3-4,,,
126.95397,4,4-1,,,
126.95397,5,2-3,,,
127.28726999999999,1,j2-3,,,
127.28726999999999,2,j1-2,,,
127.28726999999999,3,j4-1,,,
127.28726999999999,4,j1-2,,,
127.28726999999999,5,j3-4,,,
127.62057,1,lp3,,,
127.62057,2,lp2,,,
127.62057,3,lp1,,,
127.62057,4,lp2,,,
127.62057,5,lp4,,,
128.15385,1,j3-4,,,
128.15385,2,j2-3,,,
128.15385,3,j1-2,,,
128.15385,4,j2-3,,,
128.15385,5,j4-1,,,
128.48714999999999,1,lp4,,,
128.48714999999999,2,lp3,,,
128.48714999999999,3,lp2,,,
128.48714999999999,4,lp3,,,
128.48714999999999,5,lp1,,,
129.85368,1,4-1,,,
129.85368,2,3-4,,,
129.85368,3,2-3,,,
129.85368,4,3-4,,,
129.85368,5,1-2,,,
130.58694,2,hj4,,,
130.72026,5,hj2,,,
130.78691999999998,4,w4,,,
130.78691999999998,3,w3,,,
130.78691999999998,1,w1,,,
130.85358,4,hj4,,,
130.9869,1,hj1,,,
131.12022,3,hj3,,,
131.25354,2,hj4,,,
131.38685999999998,5,hj2,,,
131.52017999999998,4,hj4,,,
131.6535,1,hj1,,,
131.78682,3,hj3,,,
131.92014,2,hj4,,,
132.05346,5,hj2,,,
132.18678,4,hj4,,,
132.3201,1,hj1,,,
132.45342,3,hj3,,,
132.58674,2,hj4,,,
132.72006,5,hj2,,,
132.85338,4,hj4,,,
132.98669999999998,1,hj1,,,
133.12001999999998,3,hj3,,,
133.25333999999998,2,hj4,,,
133.38666,5,hj2,,,
133.51998,4,hj4,,,
133.6533,1,hj1,,,
133.78662,3,hj3,,,
133.91994,2,hj4,,,
134.05326,5,hj2,,,
134.18658,4,hj4,,,
134.3199,1,hj1,,,
134.45322,3,hj3,,,
134.58653999999999,2,hj4,,,
134.71985999999998,5,hj2,,,
134.85317999999998,4,hj4,,,
134.9865,1,hj1,,,
135.11982,3,hj3,,,
135.25314,2,hj4,,,
135.38646,5,hj2,,,
135.51978,4,hj4,,,
135.6531,1,hj1,,,
135.78642,3,hj3,,,
135.91974,2,hj4,,,
136.05306,5,hj2,,,
136.18637999999999,4,hj4,,,
136.31969999999998,1,hj1,,,
136.45301999999998,3,hj3,,,
136.58634,2,hj4,,,
136.71966,5,hj2,,,
136.85298,4,hj4,,,
136.9863,1,hj1,,,
137.11962,3,hj3,,,
137.25294,2,hj4,,,
137.38626,5,hj2,,,
137.51958,4,hj4,,,
137.6529,1,hj1,,,
138.35282999999998,3,w3,,,
138.48614999999998,2,w4,,,
138.61947,5,w2,,,
138.75279,4,w4,,,
138.88611,1,w1,,,
