0.03333,MOT_mc_bg_black_00,b80,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
0.03333,MOT_mc_light_center_00,01a,,
120.45461999999999,2,j1-2,,,
120.45461999999999,3,j1-2,,,
120.45461999999999,4,j1-2,,,
120.45461999999999,5,j2-3,,,
120.85458,1,j3-4,,,
120.85458,2,j2-3,,,
120.85458,3,j2-3,,,
120.85458,4,j2-3,,,
120.85458,5,j3-4,,,
121.22121,1,4-1,,,
121.22121,2,3-4,,,
121.22121,3,3-4,,,
121.22121,4,3-4,,,
121.22121,5,4-1,,,
121.55451,1,sp1-2,,,
121.55451,2,sp4-1,,,
121.55451,3,sp4-1,,,
121.55451,4,sp4-1,,,
121.55451,5,sp1-2,,,
122.28777,1,2-3,,,
122.28777,2,1-2,,,
122.28777,3,1-2,,,
122.28777,4,1-2,,,
122.28777,5,2-3,,,
122.45442,MOT_mc_stage_color_00,y-flash,,
122.6544,1,sj3,,,
122.6544,4,sj2,,,
122.6544,5,sj3,,,
123.08769,2,sj2,,,
123.08769,3,sj2,,,
123.15435,4,w2,,,
123.15435,1,w3,,,
123.15435,5,w3,,,
123.55431,1,sj3,,,
123.55431,4,sj2,,,
123.55431,5,sj3,,,
123.58764,2,w2,,,
123.58764,3,w2,,,
124.05426,4,w2,,,
124.05426,1,w3,,,
124.05426,5,w3,,,
124.12092,1,3-4,,,
124.12092,2,2-3,,,
124.12092,3,2-3,,,
124.12092,4,2-3,,,
124.12092,5,3-4,,,
124.28756999999999,MOT_mc_stage_color_00,b-flash,,
124.52087999999999,1,sj4,,,
124.58753999999999,2,sj3,,,
124.58753999999999,3,sj3,,,
124.65419999999999,4,sj3,,,
124.65419999999999,5,sj4,,,
125.02082999999999,1,j4-1,,,
125.02082999999999,2,j3-4,,,
125.02082999999999,3,j3-4,,,
125.02082999999999,4,j3-4,,,
125.02082999999999,5,j4-1,,,
125.95406999999999,1,1-2,,,
125.95406999999999,2,4-1,,,
125.95406999999999,3,4-1,,,
125.95406999999999,4,4-1,,,
125.95406999999999,5,1-2,,,
126.48734999999999,1,2-3,,,
126.48734999999999,2,1-2,,,
126.48734999999999,3,1-2,,,
126.48734999999999,4,1-2,,,
126.48734999999999,5,2-3,,,
126.98729999999999,1,3-4,,,
126.98729999999999,2,2-3,,,
126.98729999999999,3,2-3,,,
126.98729999999999,4,2-3,,,
126.98729999999999,5,3-4,,,
127.62057,MOT_mc_stage_color_00,b-flash,,
127.6539,4,j3-4,,,
127.6539,5,j4-1,,,
127.72055999999999,MOT_control_all,zoom4,,
127.75389,2,j3-4,,,
127.75389,3,j3-4,,,
127.85387999999999,1,j4-1,,,
128.02053,MOT_mc_stage_color_00,r-flash,,
128.18717999999998,4,lp4,,,
128.18717999999998,5,lp1,,,
128.18717999999998,1,lp1,,,
128.18717999999998,2,lp4,,,
128.18717999999998,3,lp4,,,
131.88681,1,j1-2,,,
131.88681,2,j4-1,,,
131.88681,3,j4-1,,,
131.88681,4,j4-1,,,
131.88681,5,j1-2,,,
132.02013,MOT_mc_stage_color_00,y-flash,,
132.25343999999998,1,lp2,,,
132.25343999999998,2,lp1,,,
132.25343999999998,3,lp1,,,
132.25343999999998,4,lp1,,,
132.25343999999998,5,lp2,,,
134.55321,MOT_mc_bg_black_00,b45-65,,
134.55321,1,2-3,,,
134.55321,2,1-2,,,
134.55321,3,1-2,,,
134.55321,4,1-2,,,
134.55321,5,2-3,,,
134.61987,MOT_mc_light_center_00,05a,,
134.68653,1,,,,D60
134.68653,2,,,,D60
134.68653,3,,,,D60
134.68653,4,,,,D60
134.68653,5,,,,D60
135.48645,2,w2,,,
135.48645,3,w2,,,
135.48645,4,w2,,,
135.48645,1,w3,,,
135.48645,5,w3,,,
