0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_all,cut1,,
0.03333,6,sort,-500,
0.03333,7,sort,-500,
0.03333,8,sort,-500,
0.03333,9,sort,-500,
10.06566,MOT_mc_stage_color_00,b-flash,,
95.45711999999999,4,j2-3,,,
95.45711999999999,5,j1-2,,,
95.45711999999999,6,j4-1,,,
95.45711999999999,7,j1-2,,,
95.45711999999999,8,j2-3,,,
95.45711999999999,9,j1-2,,,
96.39036,MOT_mc_stage_color_00,b-flash,,
96.39036,1,j3-4,,,
96.52368,9,w2,,,
96.52368,8,w3,,,
96.52368,7,w2,,,
96.52368,6,w1,,,
96.52368,5,w2,,,
96.52368,4,w3,,,
96.52368,3,w4,,,
96.52368,2,w1,,,
96.55700999999999,2,j1-2,,,
96.55700999999999,3,j4-1,,,
96.55700999999999,4,j3-4,,,
96.55700999999999,5,j2-3,,,
96.79032,6,j1-2,,,
96.79032,7,j2-3,,,
96.79032,8,j3-4,,,
96.79032,9,j2-3,,,
97.19028,1,4-1,l1,,
97.19028,2,2-3,l1,,
97.19028,3,1-2,l1,,
97.19028,4,4-1,l1,,
97.19028,5,3-4,l1,,
97.19028,6,2-3,l1,,
97.19028,7,3-4,l1,,
97.19028,8,4-1,l1,,
97.19028,9,3-4,l1,,
97.55691,1,1-2,lb0,,
97.55691,2,3-4,lb0,,
97.55691,3,2-3,lb0,,
97.55691,4,1-2,lb0,,
97.55691,5,4-1,lb0,,
97.55691,6,3-4,lb0,,
97.55691,7,4-1,lb0,,
97.55691,8,1-2,lb0,,
97.55691,9,4-1,lb0,,
98.05686,1,sp2-3,,,
98.05686,2,sp4-1,,,
98.05686,3,sp3-4,,,
98.05686,4,sp2-3,,,
98.05686,5,sp1-2,,,
98.05686,6,sp4-1,,,
98.05686,7,sp1-2,,,
98.05686,8,sp2-3,,,
98.05686,9,sp1-2,,,
98.95676999999999,MOT_mc_stage_color_00,b-flash,,
98.95676999999999,1,3-4,,,
98.95676999999999,2,1-2,,,
98.95676999999999,3,4-1,,,
98.95676999999999,4,3-4,,,
98.95676999999999,5,2-3,,,
98.95676999999999,6,1-2,,,
98.95676999999999,7,2-3,,,
98.95676999999999,8,3-4,,,
98.95676999999999,9,2-3,,,
99.32339999999999,1,lp4,,,
99.32339999999999,2,lp2,,,
99.32339999999999,3,lp1,,,
99.32339999999999,4,lp4,,,
99.32339999999999,5,j3-4,,,
99.32339999999999,6,lp2,,,
99.32339999999999,7,hj3,,,
99.32339999999999,8,lp4,,,
99.32339999999999,9,hj3,,,
99.85668,5,4-1,,,
100.08999,7,j3-4,,,
100.28997,9,hj3,,,
100.78992,5,w1,,,
101.08989,MOT_control_all,s_zoom12,,
101.12321999999999,MOT_mc_stage_color_00,y-flash,,
101.12321999999999,4,4-1,,,
101.12321999999999,5,lp1,,,
101.12321999999999,7,lp4,,,
101.12321999999999,8,j4-1,,,
101.12321999999999,9,lp3,,,
101.22321,6,2-3,,,
101.3232,8,1-2,,,
101.68983,4,1-2,,,
101.68983,6,j3-4,,,
101.68983,8,j2-3,,,
102.05646,4,sp2-3,,,
102.05646,6,sp4-1,,,
102.05646,8,sp3-4,,,
102.78971999999999,MOT_control_all,s_zoom13,,
102.82305,MOT_mc_stage_color_00,b-flash,,
102.82305,1,4-1,,,
102.82305,4,3-4,,,
102.82305,6,1-2,,,
102.82305,8,4-1,,,
102.92304,2,2-3,,,
103.02302999999999,3,1-2,,,
103.22301,4,lp4,,,
103.22301,6,lp2,,,
103.22301,8,lp1,,,
103.38965999999999,1,j1-2,,,
103.55631,2,j3-4,,,
103.55631,3,j2-3,,,
104.05626,1,2-3,,,
104.05626,2,4-1,,,
104.05626,3,3-4,,,
104.42289,1,sp3-4,,,
104.42289,2,sp1-2,,,
104.42289,3,sp4-1,,,
104.85618,1,4-1,,,
104.85618,2,2-3,,,
104.85618,3,1-2,,,
105.18947999999999,MOT_control_all,s_zoom14,,
105.22281,MOT_mc_stage_color_00,y-flash,,
105.22281,1,1-2,l1,,
105.22281,2,3-4,l1,,
105.22281,3,2-3,l1,,
105.22281,4,4-1,l1,,
105.22281,5,1-2,l1,,
105.22281,6,2-3,l1,,
105.22281,7,4-1,l1,,
105.22281,8,1-2,l1,,
105.22281,9,3-4,l1,,
105.58944,1,2-3,lb0,,
105.58944,2,4-1,lb0,,
105.58944,3,3-4,lb0,,
105.58944,4,1-2,lb0,,
105.58944,5,2-3,lb0,,
105.58944,6,3-4,lb0,,
105.58944,7,1-2,lb0,,
105.58944,8,2-3,lb0,,
105.58944,9,4-1,lb0,,
106.08939,1,sp3-4,,,
106.15605,2,sp1-2,,,
106.15605,3,sp4-1,,,
106.22270999999999,4,sp2-3,,,
106.22270999999999,5,sp3-4,,,
106.28936999999999,6,sp4-1,,,
106.28936999999999,7,sp2-3,,,
106.35602999999999,8,sp3-4,,,
106.35602999999999,9,sp1-2,,,
107.68923,1,4-1,,,
107.75589,2,2-3,,,
107.75589,3,1-2,,,
107.82254999999999,4,3-4,,,
107.82254999999999,5,4-1,,,
107.88920999999999,6,1-2,,,
107.88920999999999,7,3-4,,,
107.95586999999999,8,4-1,,,
107.95586999999999,9,2-3,,,
108.42249,1,1-2,r1,,
108.42249,2,3-4,r1,,
108.42249,3,2-3,r1,,
108.42249,4,4-1,r1,,
108.42249,5,1-2,r1,,
108.42249,6,2-3,r1,,
108.42249,7,4-1,r1,,
108.42249,8,1-2,r1,,
108.42249,9,3-4,r1,,
108.78912,1,2-3,r2,,
108.78912,2,4-1,r2,,
108.78912,3,3-4,r2,,
108.78912,4,1-2,r2,,
108.78912,5,2-3,r2,,
108.78912,6,3-4,r2,,
108.78912,7,1-2,r2,,
108.78912,8,2-3,r2,,
108.78912,9,4-1,r2,,
109.18907999999999,1,3-4,rb1,,
109.18907999999999,2,1-2,rb1,,
109.18907999999999,3,4-1,rb1,,
109.18907999999999,4,2-3,rb1,,
109.18907999999999,5,3-4,rb1,,
109.18907999999999,6,4-1,rb1,,
109.18907999999999,7,2-3,rb1,,
109.18907999999999,8,3-4,rb1,,
109.18907999999999,9,1-2,rb1,,
109.58904,1,4-1,rb0,,
109.58904,2,2-3,rb0,,
109.58904,3,1-2,rb0,,
109.58904,4,3-4,rb0,,
109.58904,5,4-1,rb0,,
109.58904,6,1-2,rb0,,
109.58904,7,3-4,rb0,,
109.58904,8,4-1,rb0,,
109.58904,9,2-3,rb0,,
109.98899999999999,1,1-2,l1,,
109.98899999999999,2,3-4,l1,,
109.98899999999999,3,2-3,l1,,
109.98899999999999,4,4-1,l1,,
109.98899999999999,5,1-2,l1,,
109.98899999999999,6,2-3,r1,,
109.98899999999999,7,4-1,r1,,
109.98899999999999,8,1-2,r1,,
109.98899999999999,9,3-4,r1,,
110.38896,1,2-3,l2,,
110.38896,2,4-1,l2,,
110.38896,3,3-4,l2,,
110.38896,4,1-2,l2,,
110.38896,5,2-3,l2,,
110.38896,6,3-4,r2,,
110.38896,7,1-2,r2,,
110.38896,8,2-3,r2,,
110.38896,9,4-1,r2,,
110.78891999999999,1,3-4,lb1,,
110.78891999999999,2,1-2,lb1,,
110.78891999999999,3,4-1,lb1,,
110.78891999999999,4,2-3,lb1,,
110.78891999999999,5,3-4,lb1,,
110.78891999999999,6,4-1,rb1,,
110.78891999999999,7,2-3,rb1,,
110.78891999999999,8,3-4,rb1,,
110.78891999999999,9,1-2,rb1,,
111.18888,1,4-1,lb0,,
111.18888,2,2-3,lb0,,
111.18888,3,1-2,lb0,,
111.18888,4,3-4,lb0,,
111.18888,5,4-1,lb0,,
111.18888,6,1-2,rb0,,
111.18888,7,3-4,rb0,,
111.18888,8,4-1,rb0,,
111.18888,9,2-3,rb0,,
111.62217,1,j1-2,,,
111.62217,2,j3-4,,,
111.62217,3,j2-3,,,
111.62217,4,j4-1,,,
111.62217,5,j1-2,,,
112.02212999999999,6,2-3,,,
112.02212999999999,7,4-1,,,
112.02212999999999,8,1-2,,,
112.02212999999999,9,3-4,,,
112.42209,1,2-3,r1,,
112.42209,2,4-1,r1,,
112.42209,3,3-4,r1,,
112.42209,4,1-2,r1,,
112.42209,5,2-3,r1,,
112.42209,6,3-4,l1,,
112.42209,7,1-2,l1,,
112.42209,8,2-3,l1,,
112.42209,9,4-1,l1,,
112.82204999999999,1,3-4,rb0,,
112.82204999999999,2,1-2,rb0,,
112.82204999999999,3,4-1,rb0,,
112.82204999999999,4,2-3,rb0,,
112.82204999999999,5,3-4,rb0,,
112.82204999999999,6,4-1,lb0,,
112.82204999999999,7,2-3,lb0,,
112.82204999999999,8,3-4,lb0,,
112.82204999999999,9,1-2,lb0,,
113.22201,1,4-1,,,
113.22201,2,2-3,,,
113.22201,3,1-2,,,
113.22201,4,3-4,,,
113.22201,5,4-1,,,
113.22201,6,1-2,,,
113.22201,7,3-4,,,
113.22201,8,4-1,,,
113.22201,9,2-3,,,
113.6553,MOT_control_all,s_zoom15,,
113.68862999999999,MOT_mc_stage_color_00,r-flash,,
113.68862999999999,1,j1-2,,,
113.68862999999999,2,j3-4,,,
113.68862999999999,3,j2-3,,,
113.68862999999999,4,j4-1,,,
113.68862999999999,5,j1-2,,,
113.85528,6,hj2,,,
113.85528,7,hj4,,,
113.85528,8,hj1,,,
113.85528,9,hj3,,,
114.35522999999999,1,2-3,r1,,
114.35522999999999,2,4-1,r1,,
114.35522999999999,3,3-4,r1,,
114.35522999999999,4,1-2,r1,,
114.35522999999999,5,2-3,r1,,
114.35522999999999,6,2-3,l1,,
114.35522999999999,7,4-1,l1,,
114.35522999999999,8,1-2,l1,,
114.35522999999999,9,3-4,l1,,
114.68853,1,3-4,r2,,
114.68853,2,1-2,r2,,
114.68853,3,4-1,r2,,
114.68853,4,2-3,r2,,
114.68853,5,3-4,r2,,
114.68853,6,3-4,l2,,
114.68853,7,1-2,l2,,
114.68853,8,2-3,l2,,
114.68853,9,4-1,l2,,
115.05516,1,4-1,rb1,,
115.05516,2,2-3,rb1,,
115.05516,3,1-2,rb1,,
115.05516,4,3-4,rb1,,
115.05516,5,4-1,rb1,,
115.05516,6,4-1,lb1,,
115.05516,7,2-3,lb1,,
115.05516,8,3-4,lb1,,
115.05516,9,1-2,lb1,,
115.42179,1,1-2,rb0,,
115.42179,2,3-4,rb0,,
115.42179,3,2-3,rb0,,
115.42179,4,4-1,rb0,,
115.42179,5,1-2,rb0,,
115.42179,6,1-2,lb0,,
115.42179,7,3-4,lb0,,
115.42179,8,4-1,lb0,,
115.42179,9,2-3,lb0,,
115.78841999999999,1,2-3,,,
115.78841999999999,2,4-1,,,
115.78841999999999,3,3-4,,,
115.78841999999999,4,1-2,,,
115.78841999999999,5,2-3,,,
116.08838999999999,6,j2-3,,,
116.08838999999999,7,j4-1,,,
116.08838999999999,8,j1-2,,,
116.08838999999999,9,j3-4,,,
116.62167,1,3-4,r1,,
116.62167,2,1-2,r1,,
116.62167,3,4-1,r1,,
116.62167,4,2-3,r1,,
116.62167,5,3-4,r1,,
116.62167,6,3-4,r1,,
116.62167,7,1-2,r1,,
116.62167,8,2-3,r1,,
116.62167,9,4-1,r1,,
116.9883,1,4-1,r2,,
116.9883,2,2-3,r2,,
116.9883,3,1-2,r2,,
116.9883,4,3-4,r2,,
116.9883,5,4-1,r2,,
116.9883,6,4-1,r2,,
116.9883,7,2-3,r2,,
116.9883,8,3-4,r2,,
116.9883,9,1-2,r2,,
117.35493,1,1-2,rb1,,
117.35493,2,3-4,rb1,,
117.35493,3,2-3,rb1,,
117.35493,4,4-1,rb1,,
117.35493,5,1-2,rb1,,
117.35493,6,1-2,rb1,,
117.35493,7,3-4,rb1,,
117.35493,8,4-1,rb1,,
117.35493,9,2-3,rb1,,
117.75488999999999,1,2-3,rb0,,
117.75488999999999,2,4-1,rb0,,
117.75488999999999,3,3-4,rb0,,
117.75488999999999,4,1-2,rb0,,
117.75488999999999,5,2-3,rb0,,
117.75488999999999,6,2-3,rb0,,
117.75488999999999,7,4-1,rb0,,
117.75488999999999,8,1-2,rb0,,
117.75488999999999,9,3-4,rb0,,
118.18817999999999,1,j3-4,,,
118.18817999999999,2,j1-2,,,
118.18817999999999,3,j4-1,,,
118.18817999999999,4,j2-3,,,
118.18817999999999,5,j3-4,,,
118.18817999999999,6,j3-4,,,
118.18817999999999,7,j1-2,,,
118.18817999999999,8,j2-3,,,
118.18817999999999,9,j4-1,,,
119.02143,MOT_mc_stage_color_00,y-flash,,
119.02143,1,j4-1,,,
119.22140999999999,MOT_mc_stage_color_00,r-flash,,
119.22140999999999,2,j2-3,,,
119.22140999999999,3,j1-2,,,
119.25474,9,w1,,,
119.25474,8,w3,,,
119.25474,7,w2,,,
119.25474,6,w4,,,
119.25474,5,w4,,,
119.25474,4,w3,,,
119.42138999999999,MOT_mc_stage_color_00,b-flash,,
119.42138999999999,4,j3-4,,,
119.42138999999999,5,j4-1,,,
119.65469999999999,MOT_mc_stage_color_00,r-flash,,
119.65469999999999,6,hj4,,,
119.65469999999999,7,hj2,,,
119.65469999999999,8,hj3,,,
119.65469999999999,9,hj1,,,
120.02132999999999,MOT_control_all,s_zoom16,,
120.08798999999999,1,w1,,,
120.28797,3,w2,,,
120.28797,2,w3,,,
120.35463,MOT_mc_stage_color_00,b-flash,,
120.35463,1,1-2,,,
120.35463,2,3-4,,,
120.35463,3,2-3,,,
120.35463,4,4-1,,,
120.35463,5,1-2,,,
120.35463,6,4-1,,,
120.35463,7,2-3,,,
120.35463,8,3-4,,,
120.35463,9,1-2,,,
121.28787,9,w2,,,
121.28787,8,w4,,,
121.28787,7,w3,,,
121.28787,6,w1,,,
121.28787,5,w2,,,
121.28787,4,w1,,,
121.28787,3,w3,,,
121.28787,2,w4,,,
121.28787,1,w2,,,
