0.03333,MOT_mc_bg_black_00,seat100-0,,
2.19978,MOT_mc_bg_black_00,b80-45_2,,
2.3331,MOT_mc_stage_color_00,b-flash,,
127.95387,MOT_mc_stage_color_00,b-flash,,
128.22051,1,4-1,,,
128.22051,2,2-3,,,
128.22051,3,2-3,,,
128.22051,4,4-1,,,
128.22051,5,4-1,,,
128.35383,MOT_mc_bg_black_00,b20-65,,
128.35383,MOT_mc_speaker_00,stay,,
128.35383,MOT_mc_light_up_00,l1,,
128.35383,MOT_mc_light_center_00,l1,,
128.35383,MOT_mc_light_under_00,l3,,
129.15375,5,w1,,,
129.15375,4,w1,,,
129.15375,3,w3,,,
129.15375,2,w3,,,
129.15375,1,w1,,,
