0.03333,MOT_mc_bg_black_00,seat100-0,,
0.03333,MOT_mc_back_00,lt_1,,
0.03333,MOT_control_all,zoom_1,,
119.35472999999999,3,j4-1,,,
119.52138,MOT_mc_stage_color_00,r-flash,,
119.52138,4,j1-2,,,
119.52138,5,j2-3,,,
119.92134,1,w4,,,
120.02132999999999,1,4-1,,,
120.02132999999999,2,3-4,,,
120.02132999999999,3,1-2,,,
120.02132999999999,4,2-3,,,
120.02132999999999,5,3-4,,,
120.35463,1,lp1,,,
120.35463,2,lp4,,,
120.35463,3,lp2,,,
120.35463,4,lp3,,,
120.35463,5,lp4,,,
121.15455,MOT_mc_stage_color_00,b-flash,,
121.78782,MOT_mc_stage_color_00,y-flash,,
122.38776,MOT_mc_stage_color_00,r-flash,,
122.38776,1,,,,D40
122.38776,2,,,,D40
122.38776,3,,,,D40
122.38776,4,,,,D40
122.38776,5,,,,D40
122.38776,1,1-2,,,
122.38776,2,4-1,,,
122.38776,3,2-3,,,
122.38776,4,3-4,,,
122.38776,5,4-1,,,
123.321,5,w1,,,
123.321,4,w4,,,
123.321,3,w3,,,
123.321,2,w1,,,
123.321,1,w2,,,
124.12092,MOT_all,cut5,,
124.12092,MOT_mc_back_00,lt_1,,
