0.03333,MOT_mc_bg_black_00,seat100-0,,
2.7997199999999998,MOT_mc_light_up_00,l1,,
105.45612,3,2-3,,,
105.45612,4,4-1,,,
105.45612,5,3-4,,,
106.18938,MOT_mc_stage_color_00,b-flash,,
106.18938,1,2-3,,,
106.38936,5,w4,,,
106.38936,4,w1,,,
106.38936,3,w3,,,
106.38936,2,w3,,,
106.42268999999999,2,3-4,,,
106.42268999999999,3,3-4,,,
106.75599,MOT_mc_stage_color_00,b-flash,,
106.75599,1,j3-4,,,
106.75599,2,j4-1,,,
106.75599,3,j4-1,,,
106.75599,4,j1-2,,,
106.75599,5,j4-1,,,
107.35593,1,4-1,,,
107.35593,2,1-2,,,
107.35593,3,1-2,,,
107.35593,4,2-3,,,
107.35593,5,1-2,,,
107.38926,MOT_mc_bg_black_00,b20-65,,
107.38926,MOT_mc_stage_color_00,r-flash,,
107.42259,1,,,,D40
107.42259,2,,,,D40
107.42259,3,,,,D40
107.42259,4,,,,D40
107.42259,5,,,,D40
107.68923,1,lp1,,,
107.68923,2,lp2,,,
107.68923,3,lp2,,,
107.68923,4,lp3,,,
107.68923,5,lp2,,,
109.98899999999999,MOT_mc_bg_black_00,b45-65,,
109.98899999999999,MOT_mc_stage_color_00,r-flash,,
109.98899999999999,1,j1-2,,,
109.98899999999999,2,j2-3,,,
109.98899999999999,3,j2-3,,,
109.98899999999999,4,j3-4,,,
109.98899999999999,5,j2-3,,,
110.38896,MOT_mc_stage_color_00,y-flash,,
110.55561,1,,,,L0
110.55561,2,3-4,l1,,L0
110.55561,3,,,,L0
110.55561,4,4-1,l1,,L0
110.55561,5,,,,L0
110.58894,MOT_mc_bg_black_00,b20-65,,
110.82225,3,3-4,r1,,
110.82225,5,3-4,r1,,
110.95557,MOT_mc_bg_black_00,b20-65,,
111.05556,1,w2,,,
111.08888999999999,1,2-3,,,
111.35553,MOT_mc_bg_black_00,b20-65,,
111.45551999999999,1,j3-4,,,
111.48885,4,w1,,,
111.48885,2,w4,,,
111.72215999999999,MOT_mc_bg_black_00,b20-65,,
111.75549,5,w4,,,
111.75549,3,w4,,,
111.88880999999999,2,4-1,,,
112.15545,MOT_mc_bg_black_00,b20-65,,
112.25544,3,4-1,,,
112.52207999999999,1,w4,,,
112.52207999999999,MOT_mc_bg_black_00,b20-65,,
112.6554,2,1-2,lb0,,
112.6554,3,1-2,rb0,,
112.88870999999999,MOT_mc_bg_black_00,b20-65,,
112.9887,4,1-2,lb0,,
112.9887,5,4-1,rb0,,
113.25533999999999,MOT_mc_bg_black_00,b20-65,,
113.45532,5,j1-2,,,
113.58864,3,w2,,,
113.58864,2,w2,,,
113.6553,MOT_mc_bg_black_00,b20-65,,
113.82195,1,j4-1,,,
113.82195,2,j2-3,,,
113.82195,3,j2-3,,,
113.92193999999999,4,w2,,,
114.02193,MOT_mc_bg_black_00,b20-65,,
114.22191,4,j2-3,,,
114.38856,MOT_mc_bg_black_00,b20-65,,
114.52188,5,w2,,,
114.52188,2,3-4,,,
114.52188,3,3-4,,,
114.78851999999999,MOT_mc_bg_black_00,b20-65,,
114.88851,1,w1,,,
114.95517,1,1-2,r1,,
114.95517,2,4-1,r1,,
114.95517,3,4-1,r1,,
114.95517,4,3-4,r1,,
114.95517,5,2-3,r1,,
115.18848,MOT_mc_bg_black_00,b20-65,,
115.35512999999999,1,2-3,,,
115.58843999999999,MOT_mc_bg_black_00,b20-65,,
115.75509,1,,rb0,,
115.75509,2,1-2,rb0,,
115.75509,3,1-2,rb0,,
115.75509,4,,rb0,,
115.75509,5,,rb0,,
115.88841,5,w3,,,
115.88841,4,w4,,,
115.95506999999999,MOT_mc_bg_black_00,b20-65,,
116.12172,4,4-1,,,
116.12172,5,3-4,,,
116.28837,1,w3,,,
116.32169999999999,MOT_mc_bg_black_00,b20-65,,
116.62167,MOT_mc_stage_color_00,b-flash,,
116.655,1,3-4,,,
116.655,4,1-2,,,
116.655,5,4-1,,,
116.68833,3,w2,,,
116.68833,2,w2,,,
116.68833,MOT_mc_bg_black_00,b65-20,,
116.9883,2,2-3,,,
116.9883,3,2-3,,,
117.02163,MOT_mc_stage_color_00,r-flash,,
117.52158,5,j1-2,,,
117.58824,4,w2,,,
117.58824,1,w4,,,
117.58824,MOT_mc_stage_color_00,b-flash,,
117.92154,3,w3,,,
117.92154,2,w3,,,
117.95487,4,j2-3,,,
118.05485999999999,MOT_mc_stage_color_00,r-flash,,
118.28817,3,3-4,,,
118.42148999999999,2,3-4,,,
118.55480999999999,1,4-1,,,
118.58814,5,w2,,,
118.85477999999999,1,sp1-2,,,
118.85477999999999,2,sp4-1,,,
118.85477999999999,3,sp4-1,,,
118.85477999999999,4,sp3-4,,,
118.85477999999999,5,sp2-3,,,
119.3214,1,j2-3,,,
119.3214,2,j1-2,,,
119.3214,3,j1-2,,,
119.3214,4,j4-1,,,
119.3214,5,j3-4,,,
119.42138999999999,MOT_mc_stage_color_00,b-flash,,
119.62137,MOT_mc_stage_color_00,y-flash,,
119.72135999999999,2,,l1,,
119.72135999999999,3,,r1,,
119.72135999999999,4,,l1,,
119.72135999999999,5,,r1,,
119.82135,MOT_mc_bg_black_00,b20-65,,
119.92134,MOT_mc_bg_black_00,b20-65,,
120.08798999999999,2,j2-3,,,
120.28797,MOT_mc_bg_black_00,b20-65,,
120.38795999999999,5,w4,,,
120.38795999999999,4,w1,,,
120.38795999999999,3,w2,,,
120.38795999999999,1,w3,,,
120.48795,3,j2-3,,,
120.68793,MOT_mc_bg_black_00,b20-65,,
120.88790999999999,1,3-4,,,
121.05456,MOT_mc_bg_black_00,b20-65,,
121.15455,2,w3,,,
121.25453999999999,2,3-4,,,
121.25453999999999,3,3-4,,,
121.48785,MOT_mc_bg_black_00,b20-65,,
121.6545,4,1-2,,,
121.6545,5,4-1,,,
121.82114999999999,1,w4,,,
121.85448,MOT_mc_bg_black_00,b20-65,,
122.02113,2,,lb0,,
122.02113,3,,rb0,,
122.02113,4,,lb0,,
122.02113,5,,rb0,,
122.18777999999999,3,w4,,,
122.18777999999999,2,w4,,,
122.22111,MOT_mc_bg_black_00,b20-65,,
122.38776,1,4-1,,,
122.38776,2,4-1,,,
122.38776,3,4-1,,,
122.38776,4,2-3,,,
122.38776,5,1-2,,,
122.58774,MOT_mc_bg_black_00,b20-65,,
122.75439,4,j3-4,,,
122.75439,5,j2-3,,,
122.98769999999999,MOT_mc_bg_black_00,b20-65,,
123.12102,2,j1-2,,,
123.12102,3,j1-2,,,
123.321,1,w1,,,
123.35432999999999,MOT_mc_bg_black_00,b20-65,,
123.45432,1,1-2,,,
123.72095999999999,MOT_mc_bg_black_00,b20-65,,
123.82095,5,w3,,,
123.82095,4,w4,,,
123.82095,1,j2-3,,,
123.82095,2,2-3,,,
123.82095,3,2-3,,,
123.82095,4,4-1,,,
123.82095,5,3-4,,,
124.12092,MOT_mc_bg_black_00,b20-65,,
124.28756999999999,4,j1-2,,,
124.52087999999999,MOT_mc_bg_black_00,b20-65,,
124.65419999999999,5,j4-1,,,
124.75419,3,w3,,,
124.75419,2,w3,,,
124.88750999999999,1,w3,,,
124.92084,MOT_mc_bg_black_00,b20-65,,
125.02082999999999,1,j3-4,,,
125.28747,MOT_mc_bg_black_00,b20-65,,
125.35413,4,w2,,,
125.42079,2,j3-4,,,
125.42079,3,j3-4,,,
125.6541,MOT_mc_bg_black_00,b20-65,,
125.72076,5,w1,,,
125.88740999999999,2,4-1,l1,,
125.88740999999999,4,2-3,l1,,
126.05405999999999,MOT_mc_bg_black_00,b20-65,,
126.08739,1,w4,,,
126.28737,1,4-1,l1,,
126.42069,MOT_mc_bg_black_00,b20-65,,
126.48734999999999,3,w4,,,
126.68732999999999,3,4-1,l1,,
126.68732999999999,5,1-2,l1,,
126.78732,MOT_mc_bg_black_00,b20-65,,
126.82065,4,w3,,,
126.82065,2,w1,,,
127.05395999999999,1,1-2,,,
127.18728,MOT_mc_bg_black_00,b20-65,,
127.42058999999999,4,3-4,,,
127.58724,MOT_mc_bg_black_00,b20-65,,
127.62057,5,w2,,,
127.62057,3,w1,,,
127.78721999999999,5,2-3,,,
127.9872,1,w2,,,
127.9872,MOT_mc_bg_black_00,b20-65,,
128.12052,2,1-2,,,
128.12052,3,1-2,,,
128.35383,4,w4,,,
128.35383,MOT_mc_bg_black_00,b20-65,,
128.48714999999999,1,2-3,lb0,,
128.48714999999999,2,,lb0,,
128.48714999999999,3,,lb0,,
128.48714999999999,4,4-1,lb0,,
128.48714999999999,5,3-4,lb0,,
128.72046,MOT_mc_bg_black_00,b20-65,,
128.95377,2,hj2,,,
128.95377,3,hj2,,,
128.9871,MOT_mc_stage_color_00,b-flash,,
129.05375999999998,MOT_mc_bg_black_00,b65-20,,
129.3204,1,3-4,,,
129.3204,4,1-2,,,
129.3204,5,4-1,,,
129.38706,MOT_mc_stage_color_00,r-flash,,
129.88701,1,4-1,,,
129.88701,2,2-3,,,
129.88701,3,2-3,,,
129.88701,4,2-3,,,
129.88701,5,1-2,,,
129.987,MOT_mc_stage_color_00,b-flash,,
130.22030999999998,1,1-2,,,
130.22030999999998,2,3-4,,,
130.22030999999998,3,3-4,,,
130.22030999999998,4,3-4,,,
130.22030999999998,5,2-3,,,
130.42029,MOT_mc_stage_color_00,r-flash,,
130.72026,5,sj3,,,
130.88691,1,sj2,,,
130.88691,2,sj4,,,
130.88691,3,sj4,,,
131.05356,4,sj4,,,
131.22020999999998,5,w3,,,
131.38685999999998,3,w4,,,
131.38685999999998,2,w4,,,
131.38685999999998,1,sp2-3,,,
131.38685999999998,2,sp4-1,,,
131.38685999999998,3,sp4-1,,,
131.38685999999998,4,sp4-1,,,
131.38685999999998,5,sp3-4,,,
131.75349,1,hj3,,,
131.75349,2,hj1,,,
131.75349,3,hj1,,,
131.75349,4,hj1,,,
131.75349,5,hj4,,,
131.85348,MOT_mc_stage_color_00,b-flash,,
132.25343999999998,1,lp3,,,
132.25343999999998,2,lp1,,,
132.25343999999998,3,lp1,,,
132.25343999999998,4,lp1,,,
132.25343999999998,5,lp4,,,
132.28677,MOT_mc_stage_color_00,r-flash,,
132.28677,MOT_mc_light_up_00,l3,,
132.28677,MOT_mc_light_center_00,l2,,
132.28677,MOT_mc_light_under_00,l1,,
132.28677,MOT_mc_bg_black_00,b20-65,,
132.72006,MOT_mc_bg_black_00,b65-45,,
132.85338,1,3-4,,,
132.85338,2,1-2,,,
132.85338,3,1-2,,,
132.85338,4,1-2,,,
132.85338,5,4-1,,,
132.92004,MOT_mc_stage_color_00,b-flash,,
133.58664,3,2-3,r1,,
133.58664,5,1-2,r1,,
133.71996,MOT_mc_stage_color_00,r-flash,,
133.78662,4,w2,,,
133.78662,2,w2,,,
133.78662,1,w4,,,
133.88661,2,2-3,l1,,
133.88661,4,2-3,l1,,
134.3199,1,4-1,,,
134.51988,5,w2,,,
134.51988,3,w3,,,
134.51988,MOT_mc_stage_color_00,b-flash,,
134.75319,1,j1-2,,,
134.75319,2,3-4,,,
134.75319,3,3-4,,,
134.75319,4,3-4,,,
134.75319,5,2-3,,,
135.11982,2,4-1,lb0,,
135.25314,MOT_mc_stage_color_00,r-flash,,
135.48645,3,4-1,rb0,,
135.68643,5,w3,,,
135.68643,4,w4,,,
135.81975,1,w2,,,
135.91974,1,2-3,,,
136.05306,2,w1,,,
136.11972,MOT_mc_stage_color_00,b-flash,,
136.31969999999998,4,4-1,lb0,,
136.31969999999998,5,3-4,rb0,,
136.41969,3,w1,,,
136.78632,1,3-4,,,
136.78632,2,1-2,,,
136.78632,3,1-2,,,
136.78632,4,1-2,,,
136.78632,5,4-1,,,
136.81965,MOT_mc_stage_color_00,r-flash,,
136.81965,MOT_mc_light_up_00,l1,,
136.81965,MOT_mc_light_center_00,l1,,
136.81965,MOT_mc_light_under_00,l3,,
136.81965,MOT_mc_bg_black_00,b45-65,,
136.88630999999998,MOT_mc_speaker_00,stay,,
137.41959,MOT_mc_stage_color_00,b-flash,,
137.41959,1,4-1,,,
137.41959,2,2-3,,,
137.41959,3,2-3,,,
137.41959,4,2-3,,,
137.41959,5,1-2,,,
137.85288,MOT_mc_stage_color_00,r-flash,,
137.85288,1,j1-2,,,
137.85288,2,j3-4,,,
137.85288,3,j3-4,,,
137.85288,4,j3-4,,,
137.85288,5,j2-3,,,
138.91943999999998,5,w3,,,
138.91943999999998,4,w4,,,
138.91943999999998,3,w4,,,
138.91943999999998,2,w4,,,
138.91943999999998,1,w2,,,
