0.03333,MOT_mc_bg_black_00,seat100-0,,
2.43309,MOT_mc_speaker_00,temp4,,
2.43309,MOT_mc_light_up_00,l1,,
96.52368,5,3-4,l1,,
96.55700999999999,MOT_mc_stage_color_00,r-flash,,
96.55700999999999,MOT_mc_bg_black_00,b20-45,,
96.55700999999999,MOT_mc_light_up_00,l4,,
96.55700999999999,MOT_mc_light_center_00,l3,,
96.55700999999999,MOT_mc_light_under_00,l1,,
97.35692999999999,1,3-4,lb0,,
97.35692999999999,2,2-3,lb0,,
97.35692999999999,3,2-3,lb0,,
97.35692999999999,4,4-1,lb0,,
97.35692999999999,5,4-1,lb0,,
97.49024999999999,MOT_mc_stage_color_00,b-flash,,
98.19018,MOT_mc_bg_black_00,b45-65,,
98.29016999999999,5,w1,,,
98.29016999999999,4,w1,,,
98.29016999999999,3,w3,,,
98.29016999999999,2,w3,,,
98.29016999999999,1,4-1,r1,,
98.29016999999999,2,3-4,r1,,
98.29016999999999,3,3-4,r1,,
98.29016999999999,4,1-2,r1,,
98.29016999999999,5,1-2,r1,,
98.39016,MOT_mc_stage_color_00,r-flash,,
99.19008,1,1-2,rb0,,
99.19008,2,4-1,rb0,,
99.19008,3,4-1,rb0,,
99.19008,4,2-3,rb0,,
99.19008,5,2-3,rb0,,
99.25674,MOT_mc_stage_color_00,b-flash,,
99.99,MOT_mc_bg_black_00,b65-45,,
100.08999,1,j2-3,,,
100.08999,2,j1-2,,,
100.08999,3,j1-2,,,
100.08999,4,j3-4,,,
100.08999,5,j3-4,,,
100.15665,MOT_mc_stage_color_00,b-flash,,
100.88991,MOT_mc_bg_black_00,b45-20,,
100.95657,1,hj3,,,
100.95657,2,hj2,,,
100.95657,3,hj2,,,
100.95657,4,hj4,,,
100.95657,5,hj4,,,
101.05655999999999,MOT_mc_stage_color_00,b-flash,,
101.72316,MOT_mc_bg_black_00,b20-45,,
101.85647999999999,1,j3-4,,,
101.92313999999999,MOT_mc_stage_color_00,b-flash,,
102.18978,5,w4,,,
102.18978,4,w4,,,
102.18978,3,w2,,,
102.18978,2,w2,,,
102.25644,MOT_mc_bg_black_00,b45-80,,
102.25644,1,4-1,,,
102.25644,2,2-3,l1,,
102.25644,3,2-3,r1,,
102.25644,4,4-1,l1,,
102.25644,5,4-1,r1,,
102.3231,MOT_mc_stage_color_00,r-flash,,
102.68973,2,,,,D40
102.68973,3,,,,D40
102.68973,4,,,,D40
102.68973,5,,,,D40
102.68973,1,j1-2,,,
102.68973,2,j3-4,,,
102.68973,3,j3-4,,,
102.68973,4,j1-2,,,
102.68973,5,j1-2,,,
102.75639,MOT_mc_stage_color_00,b-flash,,
103.25634,1,2-3,,,
103.25634,2,4-1,lb0,,
103.25634,3,4-1,rb0,,
103.25634,4,2-3,lb0,,
103.25634,5,2-3,rb0,,
103.28967,MOT_mc_stage_color_00,r-flash,,
103.58963999999999,1,lp3,,,
103.68963,2,j1-2,,,
103.68963,3,j1-2,,,
103.68963,4,j3-4,,,
103.68963,5,j3-4,,,
103.75628999999999,MOT_mc_stage_color_00,b-flash,,
104.48955,2,j2-3,,,
104.48955,3,j2-3,,,
104.48955,4,j4-1,,,
104.48955,5,j4-1,,,
104.52288,MOT_mc_stage_color_00,r-flash,,
104.75618999999999,MOT_mc_bg_black_00,b80-65,,
104.92284,1,j3-4,,,
104.95617,MOT_mc_stage_color_00,b-flash,,
105.35613,MOT_mc_bg_black_00,b65-45,,
105.35613,2,,,,L20
105.35613,3,,,,L20
105.35613,4,,,,L20
105.35613,5,,,,L20
105.35613,1,j4-1,,,
105.35613,2,3-4,,,
105.35613,3,3-4,,,
105.38946,MOT_mc_stage_color_00,r-flash,,
105.55610999999999,5,w1,,,
105.55610999999999,4,w1,,,
105.78941999999999,1,1-2,,,
105.78941999999999,2,4-1,,,
105.78941999999999,3,4-1,,,
105.78941999999999,4,j1-2,,,
105.78941999999999,5,j1-2,,,
105.85607999999999,MOT_mc_bg_black_00,b45-20,,
105.88941,MOT_mc_stage_color_00,b-flash,,
106.18938,1,j2-3,,,
106.62267,MOT_mc_speaker_00,temp3,,
106.62267,1,sp3-4,,,
106.62267,2,1-2,,,
106.62267,3,1-2,,,
106.62267,4,2-3,,,
106.62267,5,2-3,,,
106.68933,MOT_mc_stage_color_00,b-flash,,
106.68933,MOT_mc_bg_black_00,b20-0,,
107.45591999999999,1,hj4,,,
107.45591999999999,2,2-3,,,
107.45591999999999,3,2-3,,,
107.45591999999999,4,3-4,,,
107.45591999999999,5,3-4,,,
107.52257999999999,MOT_mc_stage_color_00,y-flash,,
107.78922,2,lp3,,,
107.78922,3,lp3,,,
107.78922,4,lp4,,,
107.78922,5,lp4,,,
108.12252,1,lp4,,,
109.62236999999999,1,4-1,l1,,
109.6557,MOT_mc_stage_color_00,b-flash,,
109.92233999999999,1,1-2,,,
110.25564,1,2-3,lb0,,
110.88891,MOT_mc_stage_color_00,b-flash,,
110.88891,1,3-4,,,
110.88891,5,j4-1,,,
111.12222,2,j3-4,,,
111.12222,3,j3-4,,,
111.18888,1,4-1,r1,,
111.38886,4,j4-1,,,
111.52217999999999,MOT_mc_stage_color_00,y-flash,,
111.58883999999999,1,j1-2,,,
111.58883999999999,2,sp4-1,,,
111.58883999999999,3,sp4-1,,,
111.58883999999999,4,sp1-2,,,
111.58883999999999,5,sp1-2,,,
112.05546,1,2-3,rb0,,
112.22211,2,j1-2,,,
112.22211,3,j1-2,,,
112.22211,4,j2-3,,,
112.22211,5,j2-3,,,
112.25544,MOT_mc_stage_color_00,b-flash,,
112.45541999999999,1,j3-4,,,
112.9887,MOT_mc_stage_color_00,y-flash,,
112.9887,2,2-3,,,
112.9887,3,2-3,,,
112.9887,4,3-4,,,
112.9887,5,3-4,,,
113.25533999999999,1,4-1,,,
113.52198,MOT_mc_stage_color_00,b-flash,,
113.55530999999999,1,hj1,,,
113.55530999999999,4,j4-1,,,
113.55530999999999,5,j4-1,,,
113.75528999999999,2,3-4,,,
113.75528999999999,3,3-4,,,
113.82195,MOT_mc_stage_color_00,y-flash,,
114.05525999999999,1,j1-2,,,
114.05525999999999,2,j4-1,,,
114.05525999999999,3,j4-1,,,
114.05525999999999,4,j1-2,,,
114.05525999999999,5,j1-2,,,
114.22191,MOT_mc_stage_color_00,b-flash,,
114.78851999999999,MOT_mc_stage_color_00,b-flash,,
114.82185,1,2-3,,,
115.12182,5,w2,,,
115.12182,4,w2,,,
115.12182,3,w1,,,
115.12182,2,w1,,,
115.18848,1,j3-4,,,
115.3218,2,sp1-2,,,
115.3218,3,sp1-2,,,
115.3218,4,sp2-3,,,
115.3218,5,sp2-3,,,
115.35512999999999,MOT_mc_stage_color_00,y-flash,,
115.65509999999999,1,sp4-1,,,
116.28837,MOT_mc_stage_color_00,b-flash,,
116.28837,1,hj1,,,
116.28837,2,j2-3,,,
116.28837,3,j2-3,,,
116.28837,4,j3-4,,,
116.28837,5,j3-4,,,
116.55501,2,3-4,,,
116.55501,3,3-4,,,
116.75498999999999,4,4-1,,,
116.75498999999999,5,4-1,,,
117.08829,MOT_mc_stage_color_00,b-flash,,
117.12162,1,1-2,,,
117.12162,2,4-1,,,
117.12162,3,4-1,,,
117.12162,4,1-2,,,
117.12162,5,1-2,,,
117.42159,1,2-3,l1,,
117.62156999999999,2,1-2,,,
117.62156999999999,3,1-2,,,
117.72156,4,2-3,,,
117.72156,5,2-3,,,
117.75488999999999,MOT_mc_stage_color_00,y-flash,,
117.95487,1,j3-4,,,
118.45482,1,4-1,l2,,
118.45482,2,j2-3,,,
118.45482,3,j2-3,,,
118.45482,4,j3-4,,,
118.45482,5,j3-4,,,
118.52148,MOT_mc_stage_color_00,b-flash,,
118.52148,MOT_mc_bg_black_00,b0-20,,
118.52148,MOT_mc_light_up_00,l1,,
118.52148,MOT_mc_light_center_00,l2,,
118.52148,MOT_mc_light_under_00,l3,,
118.92143999999999,1,j1-2,,,
118.98809999999999,2,lp3,,,
118.98809999999999,3,lp3,,,
118.98809999999999,4,lp4,,,
118.98809999999999,5,lp4,,,
119.38806,1,2-3,lb1,,
119.82135,1,j3-4,,,
120.48795,1,4-1,lb0,,
120.78792,1,hj1,,,
121.35453,1,j1-2,,,
121.85448,1,2-3,r1,,
122.22111,1,lp3,,,
122.55440999999999,1,,r2,,
122.85437999999999,MOT_mc_speaker_00,stay,,
122.88771,1,sj3,,,
123.35432999999999,1,3-4,rb1,,
123.55431,1,j4-1,,,
123.95427,1,1-2,,,
124.3209,1,,rb0,,
124.48755,1,2-3,,,
125.08748999999999,1,,,,D20
125.08748999999999,1,3-4,,b0,
125.08748999999999,2,3-4,,,
125.08748999999999,3,3-4,,,
125.08748999999999,4,4-1,,,
125.08748999999999,5,4-1,,,
126.02073,5,w1,,,
126.02073,4,w1,,,
126.02073,3,w4,,,
126.02073,2,w4,,,
126.02073,1,w4,,,
