0.03333,MOT_mc_bg_black_00,b65,,
0.03333,MOT_all,cut1,,
0.03333,MOT_control_all,zoom1,,
123.42098999999999,5,2-3,,,
123.68763,2,w1,,,
123.78761999999999,1,j4-1,,,
123.78761999999999,4,j3-4,,,
123.78761999999999,5,j3-4,,,
124.15424999999999,1,lp1,,,
124.15424999999999,4,lp4,,,
124.15424999999999,5,lp4,,,
124.68753,1,j1-2,,,
124.68753,4,j4-1,,,
124.68753,5,j4-1,,,
125.05416,1,2-3,,,
125.05416,4,1-2,,,
125.05416,5,1-2,,,
125.38745999999999,1,j3-4,,,
125.38745999999999,4,j2-3,,,
125.38745999999999,5,j2-3,,,
125.75408999999999,1,lp4,,,
125.75408999999999,4,lp3,,,
125.85408,2,j1-2,,,
125.85408,3,j4-1,,,
125.85408,5,j3-4,,,
126.22071,2,2-3,,,
126.22071,3,1-2,,,
126.22071,5,4-1,,,
126.45402,1,w4,,,
126.45402,4,w3,,,
126.48734999999999,MOT_mc_stage_color_00,r-flash,,
126.58734,1,4-1,,,
126.58734,2,3-4,,,
126.58734,3,2-3,,,
126.58734,4,3-4,,,
126.58734,5,1-2,,,
126.88731,1,1-2,,,
126.88731,2,4-1,,,
126.88731,3,3-4,,,
126.88731,4,4-1,,,
126.88731,5,2-3,,,
127.22061,1,j2-3,,,
127.22061,2,j1-2,,,
127.22061,3,j4-1,,,
127.22061,4,j1-2,,,
127.22061,5,j3-4,,,
127.55390999999999,1,lp3,,,
127.55390999999999,2,lp2,,,
127.55390999999999,3,lp1,,,
127.55390999999999,4,lp2,,,
127.55390999999999,5,lp4,,,
128.08719,1,j3-4,,,
128.08719,2,j2-3,,,
128.08719,3,j1-2,,,
128.08719,4,j2-3,,,
128.08719,5,j4-1,,,
128.42049,1,lp4,,,
128.42049,2,lp3,,,
128.42049,3,lp2,,,
128.42049,4,lp3,,,
128.42049,5,lp1,,,
129.78701999999998,1,4-1,,,
129.78701999999998,2,3-4,,,
129.78701999999998,3,2-3,,,
129.78701999999998,4,3-4,,,
129.78701999999998,5,1-2,,,
130.52027999999999,2,hj4,,,
130.65359999999998,5,hj2,,,
130.72026,4,w4,,,
130.72026,3,w3,,,
130.72026,1,w1,,,
130.78691999999998,4,hj4,,,
130.92024,1,hj1,,,
131.05356,3,hj3,,,
131.18688,2,hj4,,,
131.3202,5,hj2,,,
131.45352,4,hj4,,,
131.58684,1,hj1,,,
131.72016,3,hj3,,,
131.85348,2,hj4,,,
131.9868,5,hj2,,,
132.12012,4,hj4,,,
132.25343999999998,1,hj1,,,
132.38675999999998,3,hj3,,,
132.52008,2,hj4,,,
132.6534,5,hj2,,,
132.78672,4,hj4,,,
132.92004,1,hj1,,,
133.05336,3,hj3,,,
133.18668,2,hj4,,,
133.32,5,hj2,,,
133.45332,4,hj4,,,
133.58664,1,hj1,,,
133.71996,3,hj3,,,
133.85327999999998,2,hj4,,,
133.98659999999998,5,hj2,,,
134.11992,4,hj4,,,
134.25324,1,hj1,,,
134.38656,3,hj3,,,
134.51988,2,hj4,,,
134.6532,5,hj2,,,
134.78652,4,hj4,,,
134.91984,1,hj1,,,
135.05316,3,hj3,,,
135.18648,2,hj4,,,
135.3198,5,hj2,,,
135.45311999999998,4,hj4,,,
135.58643999999998,1,hj1,,,
135.71976,3,hj3,,,
135.85308,2,hj4,,,
135.9864,5,hj2,,,
136.11972,4,hj4,,,
136.25304,1,hj1,,,
136.38636,3,hj3,,,
136.51968,2,hj4,,,
136.653,5,hj2,,,
136.78632,4,hj4,,,
136.91964,1,hj1,,,
137.05295999999998,3,hj3,,,
137.18627999999998,2,hj4,,,
137.31959999999998,5,hj2,,,
137.45292,4,hj4,,,
137.58624,1,hj1,,,
138.28617,3,w3,,,
138.41949,2,w4,,,
138.55281,5,w2,,,
138.68613,4,w4,,,
138.81945,1,w1,,,
